# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster255	11	Q14185	GO:0048010; P:vascular endothelial growth factor receptor signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010003722.1;bGalGal|ENSGALP00010008265.1;bGalGal|ENSGALP00010014537.1;bGalGal|ENSGALP00010027276.1;bGymCal|ENSGALT00010005980.8;bGypBar|ENSGALT00010005980.9;bGypBar|ENSGALT00010013329.4;bGypBar|ENSGALT00010045755.56;bGypHim|ENSGALT00010005980.84;bGypHim|ENSGALT00010045755.358;bVulGry|ENSGALT00010005980.8
cluster298	11	Q9PSV3	GO:0005200; F:structural constituent of cytoskeleton; IEA:InterPro	bGalGal|ENSGALP00010038758.1;bGalGal|ENSGALP00010038760.1;bGalGal|ENSGALP00010038768.1;bGalGal|ENSGALP00010038772.1;bGalGal|ENSGALP00010038774.1;bGalGal|ENSGALP00010039691.1;bGalGal|ENSGALP00010039699.1;bGypBar|ENSGALT00010062687.1434;bGypBar|ENSGALT00010062687.1961;bGypBar|ENSGALT00010062687.2701;bGypBar|ENSGALT00010065075.1444
cluster299	11	Q9PSV3	GO:0005200; F:structural constituent of cytoskeleton; IEA:InterPro	bGalGal|ENSGALP00010038787.1;bGypBar|ENSGALT00010062731.32622;bGypBar|ENSGALT00010062748.10157;bGypBar|ENSGALT00010062748.10177;bGypBar|ENSGALT00010062748.735;bGypHim|ENSGALT00010062712.39742;bGypHim|ENSGALT00010062712.4400;bGypHim|ENSGALT00010062712.45985;bGypHim|ENSGALT00010063047.49913;bGypHim|ENSGALT00010063111.838;bGypHim|ENSGALT00010065075.51362
cluster632	9	P26808	GO:0019068; P:virion assembly; IEA:InterPro	bGalGal|ENSGALP00010014168.1;bGalGal|ENSGALP00010018267.1;bGalGal|ENSGALP00010018552.1;bGalGal|ENSGALP00010019011.1;bGalGal|ENSGALP00010019065.1;bGalGal|ENSGALP00010019109.1;bGalGal|ENSGALP00010033228.1;bGypBar|ENSGALT00010031326.28604;bGypBar|ENSGALT00010031704.28604
cluster728	8	Q9DD78	GO:0002224; P:toll-like receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010002615.1;bGalGal|ENSGALP00010020672.1;bGalGal|ENSGALP00010020748.1;bGalGal|ENSGALP00010034014.1;bGymCal|ENSGALT00010035579.32;bGypBar|ENSGALT00010035579.44;bGypBar|ENSGALT00010035770.44;bGypHim|ENSGALT00010035579.55
cluster740	8	P18892	GO:0050852; P:T cell receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010006672.1;bGalGal|ENSGALP00010006701.1;bGalGal|ENSGALP00010006706.1;bGalGal|ENSGALP00010006856.1;bGalGal|ENSGALP00010006876.1;bGalGal|ENSGALP00010008620.1;bGalGal|ENSGALP00010023601.1;bGypBar|ENSGALT00010012000.1690
cluster863	7	Q58CQ9	GO:0015939; P:pantothenate metabolic process; ISS:UniProtKB	bGalGal|ENSGALP00010005860.1;bGalGal|ENSGALP00010005867.1;bGalGal|ENSGALP00010009262.1;bGymCal|ENSGALT00010010040.3;bGypBar|ENSGALT00010010040.21;bGypBar|ENSGALT00010016200.21;bGypHim|ENSGALT00010010040.160
cluster867	7	Q9H6I2	GO:0001570; P:vasculogenesis; ISS:BHF-UCL	bGalGal|ENSGALP00010006114.1;bGalGal|ENSGALP00010006122.1;bGymCal|ENSGALT00010010493.2;bGypBar|ENSGALT00010010493.1;bGypBar|ENSGALT00010010516.1;bGypHim|ENSGALT00010010493.104;bGypHim|ENSGALT00010010516.104
cluster870	7	Q2YHT7	GO:0150077; P:regulation of neuroinflammatory response; IEA:InterPro	bGalGal|ENSGALP00010006946.1;bGalGal|ENSGALP00010009602.1;bGymCal|ENSGALT00010017342.1;bGypBar|ENSGALT00010012382.6;bGypBar|ENSGALT00010017342.6;bGypHim|ENSGALT00010012382.7;bGypHim|ENSGALT00010017342.7
cluster884	7	P04626	GO:0042060; P:wound healing; IDA:BHF-UCL	bGalGal|ENSGALP00010009717.1;bGalGal|ENSGALP00010015962.1;bGalGal|ENSGALP00010036486.1;bGypBar|ENSGALT00010017581.43;bGypBar|ENSGALT00010059723.49;bGypHim|ENSGALT00010017581.59;bVulGry|ENSGALT00010059723.36
cluster886	7	N/A	N/A	bGalGal|ENSGALP00010010188.1;bGalGal|ENSGALP00010011721.1;bGalGal|ENSGALP00010012012.1;bGalGal|ENSGALP00010037075.1;bGymCal|ENSGALT00010014135.1;bGypBar|ENSGALT00010024794.7047;bGypBar|ENSGALT00010029891.28604
cluster896	7	Q99M80	GO:0007169; P:transmembrane receptor protein tyrosine kinase signaling pathway; ISO:MGI	bGalGal|ENSGALP00010012265.1;bGalGal|ENSGALP00010012289.1;bGalGal|ENSGALP00010012299.1;bGypBar|ENSGALT00010021528.7;bGypBar|ENSGALT00010021573.7;bGypHim|ENSGALT00010021528.90;bGypHim|ENSGALT00010021576.90
cluster897	7	A5D7I4	GO:0006486; P:protein glycosylation; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010012343.1;bGalGal|ENSGALP00010019176.1;bGypBar|ENSGALT00010021648.1;bGypBar|ENSGALT00010032411.192;bGypHim|ENSGALT00010021648.38;bGypHim|ENSGALT00010032411.642;bVulGry|ENSGALT00010021648.2
cluster904	7	Q8TA93	GO:0007165; P:signal transduction; IBA:GO_Central	bGalGal|ENSGALP00010013296.1;bGalGal|ENSGALP00010042072.1;bGypBar|ENSGALT00010022998.7;bGypBar|ENSGALT00010068329.86;bGypHim|ENSGALT00010022998.90;bGypHim|ENSGALT00010068329.497;bVulGry|ENSGALT00010022996.6
cluster994	7	O93295	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010042419.1;bGalGal|ENSGALP00010042441.1;bGymCal|ENSGALT00010068977.16;bGypBar|ENSGALT00010068977.27;bGypBar|ENSGALT00010068997.27;bGypHim|ENSGALT00010068977.92;bGypHim|ENSGALT00010068997.92
cluster1255	6	N/A	N/A	bGalGal|ENSGALP00010013376.1;bGalGal|ENSGALP00010013399.1;bGypBar|ENSGALT00010053559.3825;bGypHim|ENSGALT00010018469.95304;bGypHim|ENSGALT00010023162.2443;bGypHim|ENSGALT00010053545.36731
cluster1263	6	Q99PT9	GO:0070462; P:plus-end specific microtubule depolymerization; IMP:UniProtKB	bGalGal|ENSGALP00010013756.1;bGalGal|ENSGALP00010028642.1;bGalGal|ENSGALP00010031228.1;bGalGal|ENSGALP00010043825.1;bGalGal|ENSGALP00010044006.1;bGypBar|ENSGALT00010071315.29
cluster1291	6	P02701	GO:0019731; P:antibacterial humoral response; NAS:AgBase	bGalGal|ENSGALP00010015941.1;bGalGal|ENSGALP00010016111.1;bGalGal|ENSGALP00010016120.1;bGalGal|ENSGALP00010017889.1;bGypBar|ENSGALT00010028079.33307;bGypHim|ENSGALT00010028079.52934
cluster1305	6	Q1LZE1	GO:0008270; F:zinc ion binding; IEA:InterPro	bGalGal|ENSGALP00010016643.1;bGalGal|ENSGALP00010017963.1;bGymCal|ENSGALT00010030928.2678;bGypBar|ENSGALT00010028884.1246;bGypBar|ENSGALT00010030928.1397;bGypHim|ENSGALT00010030928.1758
cluster1313	6	N/A	N/A	bGalGal|ENSGALP00010017594.1;bGypBar|ENSGALT00010028590.508;bGypBar|ENSGALT00010028590.5636;bGypBar|ENSGALT00010029247.145;bGypBar|ENSGALT00010029247.508;bGypBar|ENSGALT00010030332.28604
cluster1457	6	P04201	GO:0007283; P:spermatogenesis; IEA:Ensembl	bGalGal|ENSGALP00010032716.1;bGalGal|ENSGALP00010032791.1;bGymCal|ENSGALT00010054193.66;bGypBar|ENSGALT00010054193.79;bGypHim|ENSGALT00010054193.626;bGypHim|ENSGALT00010054284.12203
cluster1476	6	O94832	GO:0010923; P:negative regulation of phosphatase activity; IDA:UniProtKB	bGalGal|ENSGALP00010035754.1;bGalGal|ENSGALP00010038275.1;bGymCal|ENSGALT00010058805.36;bGypBar|ENSGALT00010058805.49;bGypBar|ENSGALT00010062010.55;bGypHim|ENSGALT00010058805.613
cluster1510	6	Q8K274	GO:0016301; F:kinase activity; IBA:GO_Central	bGalGal|ENSGALP00010043887.1;bGalGal|ENSGALP00010043892.1;bGypBar|ENSGALT00010071201.29;bGypHim|ENSGALT00010071196.19;bGypHim|ENSGALT00010071201.19;bVulGry|ENSGALT00010071201.18
cluster1710	5	Q9GZQ6	GO:0007186; P:G protein-coupled receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010001792.1;bGalGal|ENSGALP00010031693.1;bGalGal|ENSGALP00010032086.1;bGypBar|ENSGALT00010052790.69;bGypHim|ENSGALT00010052790.421
cluster3376	5	P54922	GO:0051725; P:protein de-ADP-ribosylation; IEA:InterPro	bGalGal|ENSGALP00010011443.1;bGalGal|ENSGALP00010034707.1;bGalGal|ENSGALP00010038694.1;bGypBar|ENSGALT00010062581.16208;bGypBar|ENSGALT00010062581.7541
cluster4048	5	N/A	N/A	bGalGal|ENSGALP00010015209.1;bGypBar|ENSGALT00010026514.23588;bGypBar|ENSGALT00010026514.502;bGypBar|ENSGALT00010026514.639;bGypHim|ENSGALT00010026514.1023
cluster4255	5	Q6NSJ0	GO:0048741; P:skeletal muscle fiber development; IMP:UniProtKB	bGalGal|ENSGALP00010016447.1;bGalGal|ENSGALP00010016563.1;bGypBar|ENSGALT00010028619.7;bGypBar|ENSGALT00010028776.7;bGypHim|ENSGALT00010028776.90
cluster4727	5	O46631	GO:0050870; P:positive regulation of T cell activation; IBA:GO_Central	bGalGal|ENSGALP00010019237.1;bGalGal|ENSGALP00010019279.1;bGypBar|ENSGALT00010032468.30;bGypBar|ENSGALT00010032547.30;bGypHim|ENSGALT00010032547.156
cluster5119	5	Q80ZU7	GO:0045087; P:innate immune response; IEA:InterPro	bGalGal|ENSGALP00010021374.1;bGalGal|ENSGALP00010021658.1;bGalGal|ENSGALP00010023316.1;bGypBar|ENSGALT00010040209.30;bGypHim|ENSGALT00010040209.326
cluster9489	4	A6NEL2	N/A	bGalGal|ENSGALP00010004522.1;bGalGal|ENSGALP00010017025.1;bGalGal|ENSGALP00010019019.1;bGypBar|ENSGALT00010007591.80
cluster9922	4	P10273	GO:0019068; P:virion assembly; IEA:InterPro	bGalGal|ENSGALP00010017160.1;bGypBar|ENSGALT00010029521.12763;bGypBar|ENSGALT00010029521.145;bGypBar|ENSGALT00010029521.508
cluster11484	3	Q90592	GO:1904659; P:glucose transmembrane transport; TAS:Reactome	bGalGal|ENSGALP00010000522.1;bGalGal|ENSGALP00010019761.1;bGypBar|ENSGALT00010033491.14
cluster11487	3	Q9BQ04	GO:0006417; P:regulation of translation; ISS:UniProtKB	bGalGal|ENSGALP00010000600.1;bGalGal|ENSGALP00010000605.1;bGypBar|ENSGALT00010001226.236
cluster11488	3	Q86UK0	GO:0055085; P:transmembrane transport; TAS:Reactome	bGalGal|ENSGALP00010000696.1;bGalGal|ENSGALP00010016445.1;bGypHim|ENSGALT00010028627.71
cluster11516	3	Q6WN34	GO:0001503; P:ossification; IEA:UniProtKB-KW	bGalGal|ENSGALP00010002520.1;bGalGal|ENSGALP00010021590.1;bGypBar|ENSGALT00010004212.88
cluster11531	3	Q9Y5K6	GO:0016050; P:vesicle organization; IEA:Ensembl	bGalGal|ENSGALP00010004022.1;bGalGal|ENSGALP00010011650.1;bGypHim|ENSGALT00010020116.50
cluster11535	3	Q90952	GO:0009636; P:response to toxic substance; IBA:GO_Central	bGalGal|ENSGALP00010004105.1;bGalGal|ENSGALP00010015063.1;bGypBar|ENSGALT00010006757.3
cluster11536	3	Q9CZ49	N/A	bGalGal|ENSGALP00010004224.1;bGalGal|ENSGALP00010032259.1;bGypBar|ENSGALT00010006945.88
cluster11543	3	N/A	N/A	bGalGal|ENSGALP00010004622.1;bGalGal|ENSGALP00010042068.1;bGypBar|ENSGALT00010068325.100
cluster11557	3	Q8BL80	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010005309.1;bGalGal|ENSGALP00010029280.1;bGypHim|ENSGALT00010049564.132
cluster11581	3	Q9JK39	GO:0050852; P:T cell receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010006735.1;bGalGal|ENSGALP00010008500.1;bGypHim|ENSGALT00010014489.-1
cluster11636	3	P19199	GO:0075732; P:viral penetration into host nucleus; IEA:UniProtKB-KW	bGalGal|ENSGALP00010009759.1;bGalGal|ENSGALP00010012545.1;bGypBar|ENSGALT00010030225.926
cluster11641	3	Q9UK55	GO:0043687; P:post-translational protein modification; TAS:Reactome	bGalGal|ENSGALP00010010095.1;bGalGal|ENSGALP00010024703.1;bGypHim|ENSGALT00010042166.22
cluster11654	3	Q2XXQ5	GO:0090729; F:toxin activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010010761.1;bGalGal|ENSGALP00010010775.1;bGypBar|ENSGALT00010019227.39
cluster11657	3	Q92090	GO:0002933; P:lipid hydroxylation; IDA:AgBase	bGalGal|ENSGALP00010010822.1;bGalGal|ENSGALP00010016272.1;bGypBar|ENSGALT00010028389.39
cluster11662	3	Q96LI5	GO:0010606; P:positive regulation of cytoplasmic mRNA processing body assembly; IMP:UniProtKB	bGalGal|ENSGALP00010011151.1;bGalGal|ENSGALP00010021275.1;bGypHim|ENSGALT00010019598.468
cluster11670	3	P58107	GO:0042060; P:wound healing; IMP:UniProtKB	bGalGal|ENSGALP00010011762.1;bGalGal|ENSGALP00010011800.1;bGypBar|ENSGALT00010020221.121
cluster11710	3	Q8UVJ7	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:InterPro	bGalGal|ENSGALP00010013784.1;bGalGal|ENSGALP00010014792.1;bGypHim|ENSGALT00010026168.20
cluster11722	3	Q92871	GO:0045047; P:protein targeting to ER; IBA:GO_Central	bGalGal|ENSGALP00010014611.1;bGalGal|ENSGALP00010024346.1;bGypBar|ENSGALT00010025947.18
cluster11731	3	Q5ZMB2	GO:0020037; F:heme binding; ISS:UniProtKB	bGalGal|ENSGALP00010014976.1;bGalGal|ENSGALP00010015620.1;bGypBar|ENSGALT00010026352.23
cluster11792	3	Q4VY10	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010018702.1;bGalGal|ENSGALP00010021206.1;bGypHim|ENSGALT00010036441.469
cluster11796	3	Q5ZLN1	GO:0006096; P:glycolytic process; TAS:Reactome	bGalGal|ENSGALP00010019119.1;bGalGal|ENSGALP00010029573.1;bGypHim|ENSGALT00010050050.224
cluster11801	3	Q6ZNG2	GO:0043565; F:sequence-specific DNA binding; IEA:InterPro	bGalGal|ENSGALP00010019553.1;bGalGal|ENSGALP00010028814.1;bGypBar|ENSGALT00010033068.2
cluster11825	3	A6H782	GO:0060378; P:regulation of brood size; ISS:UniProtKB	bGalGal|ENSGALP00010020799.1;bGalGal|ENSGALP00010044821.1;bGypBar|ENSGALT00010072357.29
cluster11940	3	Q8IWT3	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro	bGalGal|ENSGALP00010026778.1;bGalGal|ENSGALP00010026884.1;bGypBar|ENSGALT00010045008.115
cluster11946	3	P11799	GO:0030240; P:skeletal muscle thin filament assembly; IBA:GO_Central	bGalGal|ENSGALP00010026948.1;bGalGal|ENSGALP00010035362.1;bGypBar|ENSGALT00010058209.49
cluster11962	3	O93510	GO:0060271; P:cilium assembly; ISS:UniProtKB	bGalGal|ENSGALP00010027524.1;bGalGal|ENSGALP00010041060.1;bGypBar|ENSGALT00010067149.27
cluster11996	3	Q4R502	GO:0006099; P:tricarboxylic acid cycle; IEA:UniProtKB-KW	bGalGal|ENSGALP00010028917.1;bGalGal|ENSGALP00010032576.1;bGypBar|ENSGALT00010048927.16
cluster12082	3	P61923	GO:1901998; P:toxin transport; IEA:Ensembl	bGalGal|ENSGALP00010032966.1;bGalGal|ENSGALP00010034629.1;bGypHim|ENSGALT00010054572.64993
cluster12091	3	Q96KM6	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010033225.1;bGalGal|ENSGALP00010037277.1;bGypHim|ENSGALT00010060506.156
cluster12126	3	P20908	GO:0035313; P:wound healing, spreading of epidermal cells; IMP:UniProtKB	bGalGal|ENSGALP00010034588.1;bGypBar|ENSGALT00010056880.11;bGypBar|ENSGALT00010061538.19442
cluster12217	3	Q7Z6I6	GO:0007264; P:small GTPase mediated signal transduction; IBA:GO_Central	bGalGal|ENSGALP00010038576.1;bGalGal|ENSGALP00010042418.1;bGypBar|ENSGALT00010068976.107
cluster12273	3	Q6RHW4	GO:0046718; P:viral entry into host cell; IEA:GOC	bGalGal|ENSGALP00010040968.1;bGalGal|ENSGALP00010041871.1;bGypBar|ENSGALT00010068127.40
cluster12291	3	Q8IX01	GO:0008380; P:RNA splicing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010041891.1;bGalGal|ENSGALP00010042337.1;bGypHim|ENSGALT00010068148.403
