# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster55	21	Q95154	GO:0007608; P:sensory perception of smell; IBA:GO_Central	bGalGal|ENSGALP00010002380.1;bGymCal|ENSGALT00010001376.7591;bGymCal|ENSGALT00010001379.4523;bGymCal|ENSGALT00010001520.26148;bGymCal|ENSGALT00010001520.8547;bGymCal|ENSGALT00010002951.404;bGymCal|ENSGALT00010003131.14602;bGymCal|ENSGALT00010004083.2063;bGymCal|ENSGALT00010004083.2176;bGymCal|ENSGALT00010005215.11951;bGymCal|ENSGALT00010005215.16331;bGymCal|ENSGALT00010005215.336;bGymCal|ENSGALT00010005215.7704;bGypBar|ENSGALT00010002951.1417;bGypBar|ENSGALT00010003095.5774;bGypHim|ENSGALT00010003580.848;bGypHim|ENSGALT00010004035.6791;bGypHim|ENSGALT00010004083.5952;bGypHim|ENSGALT00010005215.11285;bVulGry|ENSGALT00010001520.2428;bVulGry|ENSGALT00010004083.18667
cluster69	19	Q9BQE3	GO:0000278; P:mitotic cell cycle; IBA:GO_Central	bGalGal|ENSGALP00010001121.1;bGalGal|ENSGALP00010009326.1;bGalGal|ENSGALP00010009974.1;bGalGal|ENSGALP00010014624.1;bGalGal|ENSGALP00010017518.1;bGalGal|ENSGALP00010017522.1;bGalGal|ENSGALP00010030908.1;bGalGal|ENSGALP00010032590.1;bGalGal|ENSGALP00010037018.1;bGalGal|ENSGALP00010037037.1;bGalGal|ENSGALP00010039060.1;bGalGal|ENSGALP00010039196.1;bGymCal|ENSGALT00010002571.9;bGymCal|ENSGALT00010016385.1;bGymCal|ENSGALT00010030167.1;bGymCal|ENSGALT00010030178.1;bGymCal|ENSGALT00010063501.38;bVulGry|ENSGALT00010002571.9;bVulGry|ENSGALT00010063501.37
cluster73	19	P80912	GO:0006355; P:regulation of transcription, DNA-templated; ISS:UniProtKB	bGalGal|ENSGALP00010013236.1;bGymCal|ENSGALT00010000290.3568;bGymCal|ENSGALT00010000290.3571;bGymCal|ENSGALT00010000290.4300;bGymCal|ENSGALT00010000291.13063;bGymCal|ENSGALT00010000291.17059;bGymCal|ENSGALT00010000291.17068;bGymCal|ENSGALT00010000291.3529;bGymCal|ENSGALT00010000291.988;bGymCal|ENSGALT00010000296.1003;bGymCal|ENSGALT00010022896.19538;bGymCal|ENSGALT00010028707.21301;bGypBar|ENSGALT00010000584.3286;bGypBar|ENSGALT00010000584.359;bGypBar|ENSGALT00010000584.361;bGypBar|ENSGALT00010000584.364;bGypBar|ENSGALT00010000584.366;bGypBar|ENSGALT00010000584.528;bGypHim|ENSGALT00010000290.-1
cluster81	18	P04459	GO:0005200; F:structural constituent of cytoskeleton; IEA:InterPro	bGalGal|ENSGALP00010040455.1;bGalGal|ENSGALP00010042784.1;bGalGal|ENSGALP00010042785.1;bGalGal|ENSGALP00010042786.1;bGalGal|ENSGALP00010042790.1;bGymCal|ENSGALT00010069494.73;bGymCal|ENSGALT00010069499.73;bGymCal|ENSGALT00010069511.73;bGypBar|ENSGALT00010069096.1099;bGypBar|ENSGALT00010069499.86;bGypBar|ENSGALT00010069511.86;bGypBar|ENSGALT00010069575.107;bGypHim|ENSGALT00010020774.36555;bGypHim|ENSGALT00010066187.587;bGypHim|ENSGALT00010069084.1095;bGypHim|ENSGALT00010069482.587;bGypHim|ENSGALT00010069511.587;bVulGry|ENSGALT00010069828.1578
cluster87	17	N/A	N/A	bGalGal|ENSGALP00010003055.1;bGalGal|ENSGALP00010004559.1;bGalGal|ENSGALP00010004678.1;bGalGal|ENSGALP00010004698.1;bGymCal|ENSGALT00010005182.1237;bGymCal|ENSGALT00010005182.1274;bGypBar|ENSGALT00010005182.148;bGypBar|ENSGALT00010005182.1745;bGypBar|ENSGALT00010005182.181;bGypBar|ENSGALT00010005182.187;bGypBar|ENSGALT00010005182.691;bGypBar|ENSGALT00010005182.730;bGypBar|ENSGALT00010005182.737;bGypBar|ENSGALT00010005183.7740;bGypHim|ENSGALT00010005182.1006;bGypHim|ENSGALT00010005182.1018;bGypHim|ENSGALT00010005182.1056
cluster145	15	Q8VFK7	GO:0007608; P:sensory perception of smell; ISA:MGI	bGalGal|ENSGALP00010032570.1;bGymCal|ENSGALT00010001275.11598;bGymCal|ENSGALT00010002989.185;bGymCal|ENSGALT00010003161.6751;bGymCal|ENSGALT00010003232.4630;bGymCal|ENSGALT00010003357.155;bGymCal|ENSGALT00010003580.1187;bGymCal|ENSGALT00010003729.9271;bGymCal|ENSGALT00010003942.96149;bGymCal|ENSGALT00010054035.11;bGypBar|ENSGALT00010002913.2498;bGypBar|ENSGALT00010004328.4690;bGypBar|ENSGALT00010053882.2968;bGypHim|ENSGALT00010003232.41943;bGypHim|ENSGALT00010054035.382
cluster148	14	Q5VUY2	GO:0052689; F:carboxylic ester hydrolase activity; IEA:InterPro	bGalGal|ENSGALP00010000694.1;bGalGal|ENSGALP00010030129.1;bGalGal|ENSGALP00010030143.1;bGalGal|ENSGALP00010030156.1;bGalGal|ENSGALP00010032493.1;bGalGal|ENSGALP00010032503.1;bGymCal|ENSGALT00010050938.54;bGymCal|ENSGALT00010050952.54;bGymCal|ENSGALT00010053948.54;bGypBar|ENSGALT00010050938.70;bGypBar|ENSGALT00010053948.70;bGypHim|ENSGALT00010050938.397;bGypHim|ENSGALT00010053948.397;bVulGry|ENSGALT00010050952.53
cluster162	14	Q6ZN84	GO:0005737; C:cytoplasm; IEA:UniProtKB-KW	bGalGal|ENSGALP00010008507.1;bGalGal|ENSGALP00010011139.1;bGymCal|ENSGALT00010014490.5625;bGypBar|ENSGALT00010014490.1763;bGypBar|ENSGALT00010014490.1861;bGypBar|ENSGALT00010014490.2229;bGypBar|ENSGALT00010014490.342;bGypBar|ENSGALT00010014490.4740;bGypBar|ENSGALT00010014490.4764;bGypBar|ENSGALT00010014490.5280;bGypHim|ENSGALT00010014490.3093;bGypHim|ENSGALT00010014490.6401;bGypHim|ENSGALT00010014490.664;bGypHim|ENSGALT00010014490.918
cluster170	14	Q5DRD7	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:InterPro	bGalGal|ENSGALP00010015051.1;bGalGal|ENSGALP00010015060.1;bGalGal|ENSGALP00010015073.1;bGalGal|ENSGALP00010015087.1;bGalGal|ENSGALP00010015116.1;bGalGal|ENSGALP00010015138.1;bGalGal|ENSGALP00010015153.1;bGalGal|ENSGALP00010015164.1;bGalGal|ENSGALP00010015189.1;bGalGal|ENSGALP00010015236.1;bGalGal|ENSGALP00010015243.1;bGymCal|ENSGALT00010026359.10004;bGypBar|ENSGALT00010026497.3814;bGypHim|ENSGALT00010026537.1387
cluster171	14	Q9Y5E3	GO:0007416; P:synapse assembly; TAS:UniProtKB	bGalGal|ENSGALP00010015251.1;bGalGal|ENSGALP00010015259.1;bGalGal|ENSGALP00010015276.1;bGalGal|ENSGALP00010015292.1;bGalGal|ENSGALP00010015323.1;bGalGal|ENSGALP00010015332.1;bGalGal|ENSGALP00010015345.1;bGalGal|ENSGALP00010015424.1;bGalGal|ENSGALP00010015460.1;bGalGal|ENSGALP00010017412.1;bGymCal|ENSGALT00010026351.18170;bGypBar|ENSGALT00010026835.203;bGypBar|ENSGALT00010026835.210;bGypHim|ENSGALT00010026537.1004
cluster185	13	P24844	GO:0006937; P:regulation of muscle contraction; TAS:ProtInc	bGalGal|ENSGALP00010001539.1;bGalGal|ENSGALP00010003167.1;bGalGal|ENSGALP00010031282.1;bGymCal|ENSGALT00010003001.2;bGymCal|ENSGALT00010005328.2;bGymCal|ENSGALT00010052353.70;bGypBar|ENSGALT00010003001.1;bGypBar|ENSGALT00010005328.1;bGypBar|ENSGALT00010052353.90;bGypHim|ENSGALT00010003001.141;bGypHim|ENSGALT00010005328.141;bGypHim|ENSGALT00010052353.275;bVulGry|ENSGALT00010052353.71
cluster196	13	Q8N2Q2	GO:0006355; P:regulation of transcription, DNA-templated; NAS:UniProtKB	bGalGal|ENSGALP00010009107.1;bGalGal|ENSGALP00010038351.1;bGalGal|ENSGALP00010040135.1;bGymCal|ENSGALT00010015670.123;bGymCal|ENSGALT00010015670.15;bGymCal|ENSGALT00010062070.10;bGypBar|ENSGALT00010015670.124;bGypBar|ENSGALT00010015670.26;bGypBar|ENSGALT00010062070.11;bGypHim|ENSGALT00010015670.-1;bGypHim|ENSGALT00010062070.204;bGypHim|ENSGALT00010065869.403;bVulGry|ENSGALT00010015670.15
cluster198	13	P30205	GO:0005044; F:scavenger receptor activity; IEA:InterPro	bGalGal|ENSGALP00010014327.1;bGymCal|ENSGALT00010025296.2984;bGymCal|ENSGALT00010025303.2876;bGymCal|ENSGALT00010025303.2916;bGymCal|ENSGALT00010025303.3216;bGypBar|ENSGALT00010025303.1488;bGypBar|ENSGALT00010025303.1680;bGypHim|ENSGALT00010025303.1938;bGypHim|ENSGALT00010025303.1940;bGypHim|ENSGALT00010025303.1953;bGypHim|ENSGALT00010025303.1957;bGypHim|ENSGALT00010025303.2011;bGypHim|ENSGALT00010025303.2462
cluster199	13	Q9Y5I3	GO:0007399; P:nervous system development; TAS:ProtInc	bGalGal|ENSGALP00010014983.1;bGalGal|ENSGALP00010017313.1;bGalGal|ENSGALP00010017321.1;bGalGal|ENSGALP00010017343.1;bGalGal|ENSGALP00010017374.1;bGymCal|ENSGALT00010026351.21263;bGymCal|ENSGALT00010026351.400;bGymCal|ENSGALT00010026359.300;bGypBar|ENSGALT00010026351.1174;bGypBar|ENSGALT00010026351.2852;bGypHim|ENSGALT00010026351.3079;bGypHim|ENSGALT00010026351.3552;bGypHim|ENSGALT00010029754.320
cluster200	13	Q9Y5G0	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IEA:InterPro	bGalGal|ENSGALP00010015520.1;bGymCal|ENSGALT00010026602.283;bGypBar|ENSGALT00010026725.639;bGypBar|ENSGALT00010026725.656;bGypBar|ENSGALT00010027105.477;bGypBar|ENSGALT00010027260.19;bGypHim|ENSGALT00010026537.6718;bGypHim|ENSGALT00010026588.5361;bGypHim|ENSGALT00010026588.6775;bGypHim|ENSGALT00010026602.2093;bGypHim|ENSGALT00010026636.12647;bGypHim|ENSGALT00010027260.1137;bGypHim|ENSGALT00010027260.774
cluster202	13	P70081	GO:0006334; P:nucleosome assembly; IBA:GO_Central	bGalGal|ENSGALP00010016936.1;bGymCal|ENSGALT00010029202.14821;bGymCal|ENSGALT00010029202.1928;bGymCal|ENSGALT00010029202.3174;bGymCal|ENSGALT00010029202.32482;bGypBar|ENSGALT00010029202.1001;bGypBar|ENSGALT00010029202.14226;bGypBar|ENSGALT00010029202.1601;bGypBar|ENSGALT00010029202.3901;bGypHim|ENSGALT00010029202.1290;bGypHim|ENSGALT00010029202.20261;bGypHim|ENSGALT00010029202.2043;bGypHim|ENSGALT00010029202.4927
cluster214	13	N/A	N/A	bGalGal|ENSGALP00010044066.1;bGalGal|ENSGALP00010044126.1;bGalGal|ENSGALP00010044133.1;bGalGal|ENSGALP00010044134.1;bGymCal|ENSGALT00010071436.18;bGymCal|ENSGALT00010071443.15667;bGymCal|ENSGALT00010071443.18;bGymCal|ENSGALT00010071443.408;bGymCal|ENSGALT00010071443.461;bGypBar|ENSGALT00010071376.29;bGypBar|ENSGALT00010071443.268;bGypHim|ENSGALT00010071443.704;bVulGry|ENSGALT00010071436.793
cluster219	12	Q9UH99	GO:0030335; P:positive regulation of cell migration; ISS:UniProtKB	bGalGal|ENSGALP00010004583.1;bGalGal|ENSGALP00010004654.1;bGalGal|ENSGALP00010005996.1;bGalGal|ENSGALP00010040452.1;bGymCal|ENSGALT00010007652.12973;bGymCal|ENSGALT00010007652.1786;bGymCal|ENSGALT00010007652.2258;bGymCal|ENSGALT00010007652.2453;bGymCal|ENSGALT00010007741.23117;bGymCal|ENSGALT00010007741.23279;bGymCal|ENSGALT00010018590.58644;bGymCal|ENSGALT00010018590.88680
cluster223	12	N/A	N/A	bGalGal|ENSGALP00010007193.1;bGalGal|ENSGALP00010007211.1;bGalGal|ENSGALP00010009404.1;bGalGal|ENSGALP00010009418.1;bGalGal|ENSGALP00010009423.1;bGalGal|ENSGALP00010009456.1;bGalGal|ENSGALP00010009965.1;bGalGal|ENSGALP00010009967.1;bGalGal|ENSGALP00010009969.1;bGymCal|ENSGALT00010016628.11654;bGymCal|ENSGALT00010016628.18169;bGymCal|ENSGALT00010016628.5457
cluster228	12	Q8R2I0	GO:0006590; P:thyroid hormone generation; IMP:MGI	bGalGal|ENSGALP00010013466.1;bGalGal|ENSGALP00010021241.1;bGymCal|ENSGALT00010036486.6;bGymCal|ENSGALT00010036486.92401;bGypBar|ENSGALT00010023278.26;bGypBar|ENSGALT00010036486.47359;bGypBar|ENSGALT00010036486.63122;bGypHim|ENSGALT00010023278.318;bGypHim|ENSGALT00010036486.70696;bGypHim|ENSGALT00010036486.85;bGypHim|ENSGALT00010036486.96935;bVulGry|ENSGALT00010023278.15
cluster235	12	Q3MHR3	GO:2000582; P:positive regulation of ATP-dependent microtubule motor activity, plus-end-directed; IBA:GO_Central	bGalGal|ENSGALP00010030527.1;bGalGal|ENSGALP00010030533.1;bGalGal|ENSGALP00010030686.1;bGalGal|ENSGALP00010043222.1;bGymCal|ENSGALT00010051506.47;bGymCal|ENSGALT00010051506.47606;bGymCal|ENSGALT00010070529.17;bGypBar|ENSGALT00010051495.17453;bGypBar|ENSGALT00010051495.64;bGypHim|ENSGALT00010051495.28493;bGypHim|ENSGALT00010051506.163;bVulGry|ENSGALT00010070529.17
cluster247	11	Q95LP0	GO:0019888; F:protein phosphatase regulator activity; IEA:InterPro	bGalGal|ENSGALP00010001649.1;bGalGal|ENSGALP00010015696.1;bGalGal|ENSGALP00010019685.1;bGalGal|ENSGALP00010026568.1;bGymCal|ENSGALT00010027442.5;bGymCal|ENSGALT00010033395.13;bGypBar|ENSGALT00010003169.9;bGypBar|ENSGALT00010044596.56;bGypHim|ENSGALT00010027442.66;bGypHim|ENSGALT00010044596.358;bVulGry|ENSGALT00010027442.5
cluster258	11	N/A	N/A	bGalGal|ENSGALP00010004564.1;bGymCal|ENSGALT00010007633.1266;bGymCal|ENSGALT00010007633.1332;bGypBar|ENSGALT00010007633.165;bGypBar|ENSGALT00010007633.174;bGypBar|ENSGALT00010007633.293;bGypBar|ENSGALT00010007633.625;bGypBar|ENSGALT00010007633.703;bGypHim|ENSGALT00010007633.1027;bGypHim|ENSGALT00010007633.1092;bGypHim|ENSGALT00010007633.1120
cluster261	11	Q9UKJ4	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010006302.1;bGalGal|ENSGALP00010006377.1;bGalGal|ENSGALP00010006565.1;bGalGal|ENSGALP00010006618.1;bGymCal|ENSGALT00010011072.242;bGymCal|ENSGALT00010011806.242;bGypBar|ENSGALT00010011292.161;bGypBar|ENSGALT00010011806.161;bGypHim|ENSGALT00010011300.616;bGypHim|ENSGALT00010011806.616;bVulGry|ENSGALT00010011292.122
cluster286	11	Q13131	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010020327.1;bGalGal|ENSGALP00010039570.1;bGymCal|ENSGALT00010034633.6;bGymCal|ENSGALT00010064585.10;bGypBar|ENSGALT00010034633.141;bGypBar|ENSGALT00010034633.54;bGypBar|ENSGALT00010034633.7;bGypBar|ENSGALT00010064585.11;bGypHim|ENSGALT00010034633.152;bGypHim|ENSGALT00010064585.78;bVulGry|ENSGALT00010034633.6
cluster325	10	N/A	N/A	bGalGal|ENSGALP00010002740.1;bGalGal|ENSGALP00010004887.1;bGymCal|ENSGALT00010004500.1;bGymCal|ENSGALT00010008214.1;bGymCal|ENSGALT00010008214.27036;bGypBar|ENSGALT00010004500.15;bGypBar|ENSGALT00010008214.15;bGypBar|ENSGALT00010008214.9965;bGypHim|ENSGALT00010008214.44;bVulGry|ENSGALT00010004500.1
cluster374	10	Q9DAG9	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010007708.1;bGalGal|ENSGALP00010009640.1;bGalGal|ENSGALP00010043241.1;bGalGal|ENSGALP00010044353.1;bGalGal|ENSGALP00010044356.1;bGalGal|ENSGALP00010044362.1;bGymCal|ENSGALT00010017441.292797;bGymCal|ENSGALT00010071666.15146;bGypBar|ENSGALT00010071663.6994;bGypHim|ENSGALT00010071663.10329
cluster448	10	Q90873	GO:0002286; P:T cell activation involved in immune response; IBA:GO_Central	bGalGal|ENSGALP00010017190.1;bGymCal|ENSGALT00010029563.6;bGymCal|ENSGALT00010029588.10050;bGymCal|ENSGALT00010029588.14873;bGymCal|ENSGALT00010029597.135;bGymCal|ENSGALT00010029597.14873;bGypBar|ENSGALT00010029563.7;bGypBar|ENSGALT00010029750.106;bGypBar|ENSGALT00010029750.7;bGypHim|ENSGALT00010029563.153
cluster453	10	N/A	N/A	bGalGal|ENSGALP00010017398.1;bGymCal|ENSGALT00010029877.1430;bGymCal|ENSGALT00010029877.3082;bGymCal|ENSGALT00010029877.479;bGypBar|ENSGALT00010029877.19;bGypBar|ENSGALT00010029877.3793;bGypHim|ENSGALT00010029877.3341;bGypHim|ENSGALT00010029877.3793;bGypHim|ENSGALT00010029877.4432;bGypHim|ENSGALT00010029877.4532
cluster551	10	Q8TAA9	GO:0060071; P:Wnt signaling pathway, planar cell polarity pathway; NAS:ParkinsonsUK-UCL	bGalGal|ENSGALP00010038354.1;bGalGal|ENSGALP00010041035.1;bGymCal|ENSGALT00010062073.1;bGymCal|ENSGALT00010067128.4005;bGymCal|ENSGALT00010067128.73;bGypBar|ENSGALT00010062073.6;bGypBar|ENSGALT00010067128.86;bGypHim|ENSGALT00010062073.7;bGypHim|ENSGALT00010067128.417;bVulGry|ENSGALT00010062073.1
cluster558	10	P04459	GO:0005200; F:structural constituent of cytoskeleton; IEA:InterPro	bGalGal|ENSGALP00010042515.1;bGymCal|ENSGALT00010001081.14939;bGymCal|ENSGALT00010069045.73;bGymCal|ENSGALT00010069866.98;bGypBar|ENSGALT00010069053.819;bGypBar|ENSGALT00010069072.86;bGypBar|ENSGALT00010069866.4943;bGypBar|ENSGALT00010069866.515;bGypHim|ENSGALT00010001048.21650;bVulGry|ENSGALT00010069045.72
cluster595	9	Q9JI35	GO:0001505; P:regulation of neurotransmitter levels; IEA:InterPro	bGalGal|ENSGALP00010006832.1;bGalGal|ENSGALP00010006846.1;bGalGal|ENSGALP00010033660.1;bGymCal|ENSGALT00010012242.2;bGymCal|ENSGALT00010012261.2;bGypBar|ENSGALT00010012242.1;bGypBar|ENSGALT00010012261.1;bGypHim|ENSGALT00010012242.128;bGypHim|ENSGALT00010012261.128
cluster599	9	O95409	GO:0007601; P:visual perception; ISS:UniProtKB	bGalGal|ENSGALP00010007765.1;bGalGal|ENSGALP00010024046.1;bGymCal|ENSGALT00010013203.1;bGymCal|ENSGALT00010041098.9;bGypBar|ENSGALT00010041098.14;bGypHim|ENSGALT00010013201.12222;bGypHim|ENSGALT00010013203.106;bGypHim|ENSGALT00010013203.8639;bVulGry|ENSGALT00010013203.1
cluster636	9	P85124	GO:0005576; C:extracellular region; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010015289.1;bGalGal|ENSGALP00010015305.1;bGalGal|ENSGALP00010015315.1;bGymCal|ENSGALT00010026828.29;bGymCal|ENSGALT00010026881.60186;bGypBar|ENSGALT00010026828.39;bGypBar|ENSGALT00010026881.14697;bGypHim|ENSGALT00010026828.50;bGypHim|ENSGALT00010026881.10437
cluster687	9	Q96LI6	GO:0061408; P:positive regulation of transcription from RNA polymerase II promoter in response to heat stress; IBA:GO_Central	bGalGal|ENSGALP00010028139.1;bGymCal|ENSGALT00010032173.34328;bGymCal|ENSGALT00010047528.73152;bGymCal|ENSGALT00010047528.76603;bGymCal|ENSGALT00010047528.77547;bGymCal|ENSGALT00010047528.78673;bGypBar|ENSGALT00010047528.33748;bGypHim|ENSGALT00010032173.63120;bGypHim|ENSGALT00010047528.53377
cluster693	9	Q4VU63	GO:0033574; P:response to testosterone; ISS:AgBase	bGalGal|ENSGALP00010030776.1;bGalGal|ENSGALP00010030810.1;bGalGal|ENSGALP00010031506.1;bGymCal|ENSGALT00010051595.107;bGymCal|ENSGALT00010052600.11;bGypBar|ENSGALT00010051595.117;bGypBar|ENSGALT00010052600.16;bGypHim|ENSGALT00010052600.293;bVulGry|ENSGALT00010051651.99
cluster694	9	E9Q3E1	GO:0006068; P:ethanol catabolic process; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010030922.1;bGalGal|ENSGALP00010031032.1;bGalGal|ENSGALP00010035888.1;bGymCal|ENSGALT00010051987.66;bGymCal|ENSGALT00010058923.66;bGypBar|ENSGALT00010051987.79;bGypBar|ENSGALT00010058923.79;bGypHim|ENSGALT00010051987.546;bVulGry|ENSGALT00010058923.62
cluster695	9	Q9BV73	GO:0010389; P:regulation of G2/M transition of mitotic cell cycle; TAS:Reactome	bGalGal|ENSGALP00010030897.1;bGymCal|ENSGALT00010051795.19;bGypBar|ENSGALT00010051795.197;bGypBar|ENSGALT00010051795.262;bGypBar|ENSGALT00010051795.263;bGypBar|ENSGALT00010051795.264;bGypBar|ENSGALT00010051795.265;bGypBar|ENSGALT00010051795.275;bGypBar|ENSGALT00010051795.30
cluster728	8	Q9DD78	GO:0002224; P:toll-like receptor signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010002615.1;bGalGal|ENSGALP00010020672.1;bGalGal|ENSGALP00010020748.1;bGalGal|ENSGALP00010034014.1;bGymCal|ENSGALT00010035579.32;bGypBar|ENSGALT00010035579.44;bGypBar|ENSGALT00010035770.44;bGypHim|ENSGALT00010035579.55
cluster758	8	Q3ZBS1	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010011596.1;bGymCal|ENSGALT00010020033.22;bGymCal|ENSGALT00010020033.3518;bGymCal|ENSGALT00010020033.5523;bGypBar|ENSGALT00010020033.32;bGypBar|ENSGALT00010020033.3386;bGypHim|ENSGALT00010020033.329;bVulGry|ENSGALT00010020033.21
cluster767	8	O14627	GO:0006357; P:regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010016661.1;bGalGal|ENSGALP00010016668.1;bGymCal|ENSGALT00010028902.23;bGymCal|ENSGALT00010028909.23;bGypBar|ENSGALT00010028902.34;bGypBar|ENSGALT00010028909.34;bGypHim|ENSGALT00010028902.682;bGypHim|ENSGALT00010028909.682
cluster773	8	Q5ZK63	GO:0060261; P:positive regulation of transcription initiation from RNA polymerase II promoter; IBA:GO_Central	bGalGal|ENSGALP00010017384.1;bGalGal|ENSGALP00010017532.1;bGalGal|ENSGALP00010040039.1;bGymCal|ENSGALT00010030196.281;bGymCal|ENSGALT00010065773.84;bGypBar|ENSGALT00010030192.189;bGypBar|ENSGALT00010030196.926;bVulGry|ENSGALT00010065773.82
cluster785	8	P79244	GO:0006412; P:translation; IEA:InterPro	bGalGal|ENSGALP00010019118.1;bGymCal|ENSGALT00010032339.6;bGymCal|ENSGALT00010032343.193;bGypBar|ENSGALT00010032339.7;bGypBar|ENSGALT00010032343.141;bGypBar|ENSGALT00010032343.54;bGypHim|ENSGALT00010032343.152;bVulGry|ENSGALT00010032343.6
cluster786	8	Q04799	GO:0050661; F:NADP binding; IEA:InterPro	bGalGal|ENSGALP00010019188.1;bGalGal|ENSGALP00010020792.1;bGymCal|ENSGALT00010032429.25;bGymCal|ENSGALT00010035852.25;bGypBar|ENSGALT00010032429.11;bGypBar|ENSGALT00010035852.11;bGypHim|ENSGALT00010032429.127;bGypHim|ENSGALT00010035852.127
cluster789	8	Q3T106	GO:0000381; P:regulation of alternative mRNA splicing, via spliceosome; IBA:GO_Central	bGalGal|ENSGALP00010024157.1;bGalGal|ENSGALP00010024256.1;bGymCal|ENSGALT00010041264.4498;bGymCal|ENSGALT00010041264.55;bGypBar|ENSGALT00010041264.2179;bGypBar|ENSGALT00010041264.97;bGypHim|ENSGALT00010041264.2682;bGypHim|ENSGALT00010041264.339
cluster790	8	P51683	GO:0002246; P:wound healing involved in inflammatory response; NAS:BHF-UCL	bGalGal|ENSGALP00010024360.1;bGalGal|ENSGALP00010024480.1;bGymCal|ENSGALT00010041643.2;bGymCal|ENSGALT00010041837.2;bGypBar|ENSGALT00010041643.3;bGypBar|ENSGALT00010041837.3;bGypHim|ENSGALT00010041643.103;bGypHim|ENSGALT00010041837.103
cluster796	8	P0CG67	GO:0016567; P:protein ubiquitination; IBA:GO_Central	bGalGal|ENSGALP00010029959.1;bGalGal|ENSGALP00010044626.1;bGymCal|ENSGALT00010050736.21;bGymCal|ENSGALT00010071935.17;bGypBar|ENSGALT00010050736.33;bGypBar|ENSGALT00010071935.28;bGypHim|ENSGALT00010050736.11;bGypHim|ENSGALT00010071935.64
cluster800	8	P38571	GO:0048771; P:tissue remodeling; IEA:Ensembl	bGalGal|ENSGALP00010032084.1;bGalGal|ENSGALP00010032244.1;bGymCal|ENSGALT00010053236.8;bGymCal|ENSGALT00010053510.8;bGypBar|ENSGALT00010053236.9;bGypBar|ENSGALT00010053510.9;bGypHim|ENSGALT00010053236.132;bGypHim|ENSGALT00010053510.132
cluster808	8	Q4R877	GO:0015888; P:thiamine transport; IEA:InterPro	bGalGal|ENSGALP00010035304.1;bGalGal|ENSGALP00010039577.1;bGymCal|ENSGALT00010058142.9;bGymCal|ENSGALT00010064646.9;bGypBar|ENSGALT00010058142.14;bGypBar|ENSGALT00010064646.14;bGypHim|ENSGALT00010058142.35;bGypHim|ENSGALT00010064646.35
cluster809	8	P48668	GO:0031424; P:keratinization; TAS:Reactome	bGalGal|ENSGALP00010035638.1;bGalGal|ENSGALP00010039015.1;bGymCal|ENSGALT00010058625.74;bGymCal|ENSGALT00010063204.74;bGypBar|ENSGALT00010058625.110;bGypBar|ENSGALT00010063204.110;bGypHim|ENSGALT00010058625.457;bGypHim|ENSGALT00010063204.457
cluster863	7	Q58CQ9	GO:0015939; P:pantothenate metabolic process; ISS:UniProtKB	bGalGal|ENSGALP00010005860.1;bGalGal|ENSGALP00010005867.1;bGalGal|ENSGALP00010009262.1;bGymCal|ENSGALT00010010040.3;bGypBar|ENSGALT00010010040.21;bGypBar|ENSGALT00010016200.21;bGypHim|ENSGALT00010010040.160
cluster867	7	Q9H6I2	GO:0001570; P:vasculogenesis; ISS:BHF-UCL	bGalGal|ENSGALP00010006114.1;bGalGal|ENSGALP00010006122.1;bGymCal|ENSGALT00010010493.2;bGypBar|ENSGALT00010010493.1;bGypBar|ENSGALT00010010516.1;bGypHim|ENSGALT00010010493.104;bGypHim|ENSGALT00010010516.104
cluster870	7	Q2YHT7	GO:0150077; P:regulation of neuroinflammatory response; IEA:InterPro	bGalGal|ENSGALP00010006946.1;bGalGal|ENSGALP00010009602.1;bGymCal|ENSGALT00010017342.1;bGypBar|ENSGALT00010012382.6;bGypBar|ENSGALT00010017342.6;bGypHim|ENSGALT00010012382.7;bGypHim|ENSGALT00010017342.7
cluster886	7	N/A	N/A	bGalGal|ENSGALP00010010188.1;bGalGal|ENSGALP00010011721.1;bGalGal|ENSGALP00010012012.1;bGalGal|ENSGALP00010037075.1;bGymCal|ENSGALT00010014135.1;bGypBar|ENSGALT00010024794.7047;bGypBar|ENSGALT00010029891.28604
cluster920	7	Q32KY7	GO:0016973; P:poly(A)+ mRNA export from nucleus; IBA:GO_Central	bGalGal|ENSGALP00010015495.1;bGymCal|ENSGALT00010027212.1;bGymCal|ENSGALT00010027212.2567;bGymCal|ENSGALT00010027212.2818;bGymCal|ENSGALT00010027212.2861;bGymCal|ENSGALT00010027212.3578;bGymCal|ENSGALT00010027212.7262
