# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster1537	5	Q5SSG4	GO:0007026; P:negative regulation of microtubule depolymerization; ISS:UniProtKB	bGalGal|ENSGALP00010000363.1;bGalGal|ENSGALP00010044316.1;bGypBar|ENSGALT00010071625.28;bGypHim|ENSGALT00010071625.157;bVulGry|ENSGALT00010071625.17
cluster1539	5	Q96A84	GO:0010811; P:positive regulation of cell-substrate adhesion; IBA:GO_Central	bGalGal|ENSGALP00010000388.1;bGalGal|ENSGALP00010012436.1;bGypBar|ENSGALT00010000697.59;bGypHim|ENSGALT00010000697.454;bVulGry|ENSGALT00010000697.42
cluster1543	5	A0JPI9	N/A	bGalGal|ENSGALP00010000483.1;bGalGal|ENSGALP00010006928.1;bGypBar|ENSGALT00010000919.59;bGypHim|ENSGALT00010000920.306;bVulGry|ENSGALT00010000920.42
cluster1556	5	Q86SS6	GO:0016192; P:vesicle-mediated transport; IBA:GO_Central	bGalGal|ENSGALP00010000590.1;bGalGal|ENSGALP00010031013.1;bGypBar|ENSGALT00010051963.25;bGypHim|ENSGALT00010051963.16;bVulGry|ENSGALT00010051963.4
cluster1559	5	Q5XIX0	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000618.1;bGalGal|ENSGALP00010038572.1;bGypBar|ENSGALT00010062392.159;bGypHim|ENSGALT00010062392.770;bVulGry|ENSGALT00010062393.125
cluster1564	5	Q969M1	GO:0030150; P:protein import into mitochondrial matrix; IBA:GO_Central	bGalGal|ENSGALP00010000709.1;bGalGal|ENSGALP00010040814.1;bGypBar|ENSGALT00010066668.144;bGypHim|ENSGALT00010066668.583;bVulGry|ENSGALT00010066664.116
cluster1762	5	Q3ZCL5	GO:0006886; P:intracellular protein transport; IBA:GO_Central	bGalGal|ENSGALP00010002092.1;bGalGal|ENSGALP00010014101.1;bGypBar|ENSGALT00010003722.15;bGypHim|ENSGALT00010003722.562;bVulGry|ENSGALT00010003722.1
cluster1789	5	Q9JMD3	GO:0035360; P:positive regulation of peroxisome proliferator activated receptor signaling pathway; IMP:MGI	bGalGal|ENSGALP00010002243.1;bGalGal|ENSGALP00010015878.1;bGalGal|ENSGALP00010025346.1;bGypHim|ENSGALT00010003939.529;bVulGry|ENSGALT00010027699.13
cluster1803	5	Q3SZZ7	GO:0005576; C:extracellular region; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010002352.1;bGalGal|ENSGALP00010021925.1;bGalGal|ENSGALP00010041680.1;bGypBar|ENSGALT00010038002.4;bVulGry|ENSGALT00010038002.5
cluster1807	5	P49639	GO:0007605; P:sensory perception of sound; IDA:DFLAT	bGalGal|ENSGALP00010002367.1;bGypBar|ENSGALT00010004070.3;bGypBar|ENSGALT00010004131.102458;bGypHim|ENSGALT00010004070.3;bVulGry|ENSGALT00010004070.2
cluster1880	5	Q9BR09	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010002822.1;bGalGal|ENSGALP00010022292.1;bGypBar|ENSGALT00010038523.30;bGypHim|ENSGALT00010038520.326;bVulGry|ENSGALT00010038523.19
cluster1968	5	Q9HCJ3	GO:0003723; F:RNA binding; HDA:UniProtKB	bGalGal|ENSGALP00010003442.1;bGalGal|ENSGALP00010036467.1;bGypBar|ENSGALT00010059696.11;bGypHim|ENSGALT00010059696.-1;bVulGry|ENSGALT00010059696.10
cluster1994	5	Q6AX33	GO:0004674; F:protein serine/threonine kinase activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010003600.1;bGalGal|ENSGALP00010040550.1;bGalGal|ENSGALP00010041651.1;bGypBar|ENSGALT00010066284.61;bVulGry|ENSGALT00010066284.45
cluster2029	5	Q96JP5	GO:0070534; P:protein K63-linked ubiquitination; IDA:UniProtKB	bGalGal|ENSGALP00010003772.1;bGalGal|ENSGALP00010039272.1;bGypBar|ENSGALT00010063621.123;bGypHim|ENSGALT00010063621.604;bVulGry|ENSGALT00010063621.104
cluster2031	5	A7MCY6	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010003789.1;bGalGal|ENSGALP00010035377.1;bGypBar|ENSGALT00010058237.49;bGypHim|ENSGALT00010058237.351;bVulGry|ENSGALT00010058237.36
cluster2054	5	P10731	GO:0001519; P:peptide amidation; IBA:GO_Central	bGalGal|ENSGALP00010003901.1;bGalGal|ENSGALP00010011798.1;bGypBar|ENSGALT00010020288.32;bGypHim|ENSGALT00010020288.329;bVulGry|ENSGALT00010020288.21
cluster2074	5	P14373	GO:0007283; P:spermatogenesis; TAS:ProtInc	bGalGal|ENSGALP00010004001.1;bGalGal|ENSGALP00010004083.1;bGypBar|ENSGALT00010006495.173;bGypHim|ENSGALT00010006495.622;bVulGry|ENSGALT00010006495.130
cluster2127	5	P49638	GO:0051180; P:vitamin transport; ISS:UniProtKB	bGalGal|ENSGALP00010004312.1;bGalGal|ENSGALP00010036191.1;bGypBar|ENSGALT00010007150.1;bGypHim|ENSGALT00010007150.296;bVulGry|ENSGALT00010007150.2
cluster2141	5	Q9NP78	GO:0055085; P:transmembrane transport; TAS:Reactome	bGalGal|ENSGALP00010004404.1;bGalGal|ENSGALP00010037677.1;bGypBar|ENSGALT00010060920.33;bGypHim|ENSGALT00010060920.11;bVulGry|ENSGALT00010060920.22
cluster2152	5	O95677	GO:0007601; P:visual perception; TAS:ProtInc	bGalGal|ENSGALP00010004488.1;bGalGal|ENSGALP00010008757.1;bGypBar|ENSGALT00010014862.21;bGypHim|ENSGALT00010014855.328;bVulGry|ENSGALT00010014868.3
cluster2197	5	Q32KN7	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010004800.1;bGalGal|ENSGALP00010007944.1;bGypBar|ENSGALT00010013399.21;bGypHim|ENSGALT00010013399.2;bVulGry|ENSGALT00010013399.3
cluster2230	5	P30876	GO:0006283; P:transcription-coupled nucleotide-excision repair; TAS:Reactome	bGalGal|ENSGALP00010004981.1;bGalGal|ENSGALP00010015029.1;bGypBar|ENSGALT00010008511.105;bGypHim|ENSGALT00010008511.413;bVulGry|ENSGALT00010008528.89
cluster2285	5	Q15846	GO:0051787; F:misfolded protein binding; IBA:GO_Central	bGalGal|ENSGALP00010005288.1;bGalGal|ENSGALP00010014071.1;bGypBar|ENSGALT00010008959.1;bGypHim|ENSGALT00010008959.307;bVulGry|ENSGALT00010008959.2
cluster2439	5	Q8BIK6	GO:0006508; P:proteolysis; IDA:UniProtKB	bGalGal|ENSGALP00010006075.1;bGalGal|ENSGALP00010034661.1;bGypBar|ENSGALT00010010411.6;bGypHim|ENSGALT00010010411.7;bVulGry|ENSGALT00010010411.1
cluster2599	5	Q6ZMZ3	GO:0008360; P:regulation of cell shape; IMP:UniProtKB	bGalGal|ENSGALP00010006922.1;bGalGal|ENSGALP00010023942.1;bGypBar|ENSGALT00010040978.5;bGypHim|ENSGALT00010040978.22;bVulGry|ENSGALT00010040978.4
cluster2632	5	P52583	GO:0048010; P:vascular endothelial growth factor receptor signaling pathway; ISS:UniProtKB	bGalGal|ENSGALP00010007112.1;bGalGal|ENSGALP00010019244.1;bGypBar|ENSGALT00010032502.4;bGypHim|ENSGALT00010032502.15;bVulGry|ENSGALT00010032502.5
cluster2641	5	Q9UHF4	GO:0045124; P:regulation of bone resorption; IEA:Ensembl	bGalGal|ENSGALP00010007124.1;bGalGal|ENSGALP00010007170.1;bGypBar|ENSGALT00010012607.21;bGypHim|ENSGALT00010012607.220;bVulGry|ENSGALT00010012607.3
cluster2658	5	O43711	GO:0007585; P:respiratory gaseous exchange; IEA:Ensembl	bGalGal|ENSGALP00010007236.1;bGalGal|ENSGALP00010014167.1;bGypBar|ENSGALT00010024944.19;bGypHim|ENSGALT00010024944.102;bVulGry|ENSGALT00010024944.13
cluster2659	5	Q8CJE6	GO:0004896; F:cytokine receptor activity; IEA:InterPro	bGalGal|ENSGALP00010007237.1;bGalGal|ENSGALP00010012867.1;bGypBar|ENSGALT00010012673.4;bGypHim|ENSGALT00010012673.568;bVulGry|ENSGALT00010012673.5
cluster2679	5	Q86XE3	GO:0006851; P:mitochondrial calcium ion transmembrane transport; TAS:Reactome	bGalGal|ENSGALP00010007392.1;bGalGal|ENSGALP00010022489.1;bGypBar|ENSGALT00010038919.4;bGypHim|ENSGALT00010038919.15;bVulGry|ENSGALT00010038919.5
cluster2741	5	P28238	GO:0006833; P:water transport; ISS:UniProtKB	bGalGal|ENSGALP00010007825.1;bGalGal|ENSGALP00010037800.1;bGalGal|ENSGALP00010040549.1;bGypBar|ENSGALT00010061091.81;bVulGry|ENSGALT00010061091.91
cluster2879	5	Q8WV41	GO:0017038; P:protein import; IDA:UniProtKB	bGalGal|ENSGALP00010008643.1;bGalGal|ENSGALP00010031056.1;bGypBar|ENSGALT00010052027.16;bGypHim|ENSGALT00010052027.89;bVulGry|ENSGALT00010052027.11
cluster2928	5	Q5RH02	GO:0033617; P:mitochondrial respiratory chain complex IV assembly; ISS:UniProtKB	bGalGal|ENSGALP00010008994.1;bGalGal|ENSGALP00010044138.1;bGypBar|ENSGALT00010015373.140;bGypHim|ENSGALT00010015373.578;bVulGry|ENSGALT00010015373.111
cluster3056	5	Q96GW7	GO:0060074; P:synapse maturation; IEA:Ensembl	bGalGal|ENSGALP00010009745.1;bGalGal|ENSGALP00010042193.1;bGypBar|ENSGALT00010068630.86;bGypHim|ENSGALT00010068630.417;bVulGry|ENSGALT00010068630.72
cluster3071	5	Q9BYB0	GO:0071625; P:vocalization behavior; IMP:BHF-UCL	bGalGal|ENSGALP00010009930.1;bGalGal|ENSGALP00010037282.1;bGypBar|ENSGALT00010018030.2;bGypHim|ENSGALT00010018030.528;bVulGry|ENSGALT00010018005.1
cluster3119	5	Q14766	GO:0003281; P:ventricular septum development; IEA:Ensembl	bGalGal|ENSGALP00010010062.1;bGalGal|ENSGALP00010011917.1;bGypBar|ENSGALT00010018374.10;bGypHim|ENSGALT00010018374.6;bVulGry|ENSGALT00010018374.3
cluster3175	5	Q5U2M6	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010010318.1;bGalGal|ENSGALP00010042393.1;bGypBar|ENSGALT00010068951.107;bGypHim|ENSGALT00010068951.797;bVulGry|ENSGALT00010068951.87
cluster3332	5	Q5ZMW5	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010011204.1;bGalGal|ENSGALP00010023414.1;bGypBar|ENSGALT00010040366.19;bGypHim|ENSGALT00010040366.218;bVulGry|ENSGALT00010040366.13
cluster3474	5	P48546	GO:0007584; P:response to nutrient; TAS:ProtInc	bGalGal|ENSGALP00010012109.1;bGalGal|ENSGALP00010043675.1;bGypBar|ENSGALT00010021143.494;bGypHim|ENSGALT00010021143.1132;bVulGry|ENSGALT00010021143.201
cluster3480	5	Q5R896	GO:0051289; P:protein homotetramerization; IEA:InterPro	bGalGal|ENSGALP00010012121.1;bGalGal|ENSGALP00010023060.1;bGypBar|ENSGALT00010039848.5;bGypHim|ENSGALT00010039848.131;bVulGry|ENSGALT00010039848.4
cluster3508	5	Q91XD7	GO:0005201; F:extracellular matrix structural constituent; HDA:BHF-UCL	bGalGal|ENSGALP00010012262.1;bGalGal|ENSGALP00010027810.1;bGypBar|ENSGALT00010046699.24;bGypHim|ENSGALT00010046699.9;bVulGry|ENSGALT00010046699.14
cluster3521	5	P27708	GO:0006228; P:UTP biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010012366.1;bGalGal|ENSGALP00010015711.1;bGypBar|ENSGALT00010027457.37;bGypHim|ENSGALT00010027457.71;bVulGry|ENSGALT00010021686.307
cluster3544	5	O75935	GO:0010389; P:regulation of G2/M transition of mitotic cell cycle; TAS:Reactome	bGalGal|ENSGALP00010012541.1;bGypBar|ENSGALT00010021905.106;bGypBar|ENSGALT00010021905.7;bGypHim|ENSGALT00010021905.90;bVulGry|ENSGALT00010021905.6
cluster3548	5	Q99856	GO:0006977; P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest; TAS:Reactome	bGalGal|ENSGALP00010012550.1;bGalGal|ENSGALP00010040775.1;bGypBar|ENSGALT00010066576.61;bGypHim|ENSGALT00010066576.367;bVulGry|ENSGALT00010066576.45
cluster3603	5	Q15569	GO:0007283; P:spermatogenesis; TAS:ProtInc	bGalGal|ENSGALP00010012801.1;bGalGal|ENSGALP00010041687.1;bGypBar|ENSGALT00010022267.163;bGypBar|ENSGALT00010022267.7;bVulGry|ENSGALT00010022267.6
cluster3649	5	Q13884	GO:0006936; P:muscle contraction; TAS:ProtInc	bGalGal|ENSGALP00010013079.1;bGalGal|ENSGALP00010032432.1;bGypBar|ENSGALT00010022661.1;bGypHim|ENSGALT00010022661.38;bVulGry|ENSGALT00010022661.2
cluster3657	5	Q5RF19	GO:0060322; P:head development; ISS:UniProtKB	bGalGal|ENSGALP00010013109.1;bGypBar|ENSGALT00010022727.103;bGypBar|ENSGALT00010022727.7;bGypHim|ENSGALT00010022716.90;bVulGry|ENSGALT00010022727.6
cluster3765	5	Q3SWW8	GO:0048771; P:tissue remodeling; IEA:UniProtKB-KW	bGalGal|ENSGALP00010013709.1;bGalGal|ENSGALP00010042020.1;bGypBar|ENSGALT00010024048.7;bGypHim|ENSGALT00010024048.25;bVulGry|ENSGALT00010024048.6
cluster3868	5	O43173	GO:1990743; P:protein sialylation; IDA:UniProtKB	bGalGal|ENSGALP00010014264.1;bGalGal|ENSGALP00010017996.1;bGypBar|ENSGALT00010025143.7;bGypHim|ENSGALT00010025143.419;bVulGry|ENSGALT00010030972.320
cluster3885	5	Q9UHI8	GO:1904707; P:positive regulation of vascular smooth muscle cell proliferation; IGI:BHF-UCL	bGalGal|ENSGALP00010014350.1;bGalGal|ENSGALP00010040862.1;bGypBar|ENSGALT00010025365.6;bGypHim|ENSGALT00010025365.36;bVulGry|ENSGALT00010025365.1
cluster3888	5	Q5ZL84	GO:0043523; P:regulation of neuron apoptotic process; ISS:UniProtKB	bGalGal|ENSGALP00010014362.1;bGypBar|ENSGALT00010025392.106;bGypBar|ENSGALT00010025392.7;bGypHim|ENSGALT00010025392.90;bVulGry|ENSGALT00010025392.6
cluster3919	5	Q9DB05	GO:0016082; P:synaptic vesicle priming; IDA:SynGO	bGalGal|ENSGALP00010014525.1;bGalGal|ENSGALP00010025905.1;bGypBar|ENSGALT00010025784.131;bGypHim|ENSGALT00010025784.822;bVulGry|ENSGALT00010025780.149
cluster3933	5	P15800	GO:0007155; P:cell adhesion; IEA:UniProtKB-KW	bGalGal|ENSGALP00010014613.1;bGalGal|ENSGALP00010027716.1;bGalGal|ENSGALP00010031830.1;bGypBar|ENSGALT00010052924.24;bVulGry|ENSGALT00010052924.14
cluster4069	5	O89114	GO:0006986; P:response to unfolded protein; IEA:Ensembl	bGalGal|ENSGALP00010015301.1;bGypBar|ENSGALT00010026851.103;bGypBar|ENSGALT00010026851.7;bGypHim|ENSGALT00010026851.90;bVulGry|ENSGALT00010026851.6
cluster4105	5	Q99536	GO:0043312; P:neutrophil degranulation; TAS:Reactome	bGalGal|ENSGALP00010015489.1;bGalGal|ENSGALP00010033000.1;bGypBar|ENSGALT00010054627.49;bGypHim|ENSGALT00010054627.353;bVulGry|ENSGALT00010054627.36
cluster4110	5	Q9EQT5	GO:0006955; P:immune response; IEA:InterPro	bGalGal|ENSGALP00010015515.1;bGalGal|ENSGALP00010024304.1;bGypBar|ENSGALT00010041501.60;bGypHim|ENSGALT00010041501.177;bVulGry|ENSGALT00010041501.44
cluster4159	5	Q5BIM2	GO:0005634; C:nucleus; IEA:Ensembl	bGalGal|ENSGALP00010015865.1;bGypBar|ENSGALT00010027685.103;bGypBar|ENSGALT00010027685.7;bGypHim|ENSGALT00010027685.90;bVulGry|ENSGALT00010027685.6
cluster4206	5	Q91XE9	GO:1990440; P:positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress; IMP:ParkinsonsUK-UCL	bGalGal|ENSGALP00010016130.1;bGypBar|ENSGALT00010028127.163;bGypBar|ENSGALT00010028127.7;bGypHim|ENSGALT00010028127.90;bVulGry|ENSGALT00010028127.6
cluster4232	5	Q8IVB5	GO:0006914; P:autophagy; IBA:GO_Central	bGalGal|ENSGALP00010016308.1;bGalGal|ENSGALP00010041357.1;bGypBar|ENSGALT00010067614.162;bGypHim|ENSGALT00010067614.1248;bVulGry|ENSGALT00010067614.127
cluster4262	5	P02701	GO:0019731; P:antibacterial humoral response; NAS:AgBase	bGalGal|ENSGALP00010016466.1;bGypBar|ENSGALT00010028654.3279;bGypBar|ENSGALT00010030830.163;bGypHim|ENSGALT00010028654.4417;bVulGry|ENSGALT00010028654.799
cluster4381	5	P15989	GO:0003429; P:growth plate cartilage chondrocyte morphogenesis; IBA:GO_Central	bGalGal|ENSGALP00010017245.1;bGalGal|ENSGALP00010026515.1;bGypBar|ENSGALT00010029636.37;bGypHim|ENSGALT00010029636.139;bVulGry|ENSGALT00010029636.28
cluster4409	5	A6QNU9	GO:0007165; P:signal transduction; IEA:UniProtKB-KW	bGalGal|ENSGALP00010017424.1;bGypBar|ENSGALT00010029954.54;bGypBar|ENSGALT00010029954.7;bGypHim|ENSGALT00010029954.152;bVulGry|ENSGALT00010029954.6
cluster4495	5	P52333	GO:0007260; P:tyrosine phosphorylation of STAT protein; IBA:GO_Central	bGalGal|ENSGALP00010017849.1;bGalGal|ENSGALP00010040936.1;bGypBar|ENSGALT00010066920.61;bGypHim|ENSGALT00010066920.491;bVulGry|ENSGALT00010066920.45
cluster4578	5	Q8VCZ6	GO:0032483; P:regulation of Rab protein signal transduction; ISS:UniProtKB	bGalGal|ENSGALP00010018299.1;bGalGal|ENSGALP00010032900.1;bGypBar|ENSGALT00010031367.18;bGypHim|ENSGALT00010031367.17;bVulGry|ENSGALT00010031367.1
cluster4650	5	O14526	GO:0097320; P:plasma membrane tubulation; IBA:GO_Central	bGalGal|ENSGALP00010018775.1;bGalGal|ENSGALP00010040913.1;bGypBar|ENSGALT00010066877.61;bGypHim|ENSGALT00010066877.491;bVulGry|ENSGALT00010066877.45
cluster4666	5	Q5RJW5	GO:0008286; P:insulin receptor signaling pathway; IEA:InterPro	bGalGal|ENSGALP00010018845.1;bGalGal|ENSGALP00010021661.1;bGypBar|ENSGALT00010037390.34;bGypHim|ENSGALT00010037390.23;bVulGry|ENSGALT00010037390.23
cluster4825	5	Q6DV79	GO:0006366; P:transcription by RNA polymerase II; ISS:AgBase	bGalGal|ENSGALP00010019718.1;bGalGal|ENSGALP00010039261.1;bGypBar|ENSGALT00010063606.49;bGypHim|ENSGALT00010063606.353;bVulGry|ENSGALT00010063606.36
cluster4976	5	A0JNC4	GO:0042761; P:very long-chain fatty acid biosynthetic process; ISS:UniProtKB	bGalGal|ENSGALP00010020579.1;bGypBar|ENSGALT00010035361.114;bGypBar|ENSGALT00010035361.7;bGypHim|ENSGALT00010035361.52;bVulGry|ENSGALT00010035361.6
cluster5401	5	Q95MG6	GO:0004968; F:gonadotropin-releasing hormone receptor activity; IEA:InterPro	bGalGal|ENSGALP00010022883.1;bGalGal|ENSGALP00010025400.1;bGypBar|ENSGALT00010039624.16;bGypHim|ENSGALT00010039624.33;bVulGry|ENSGALT00010039624.11
cluster5670	5	O13082	GO:0004129; F:cytochrome-c oxidase activity; IEA:InterPro	bGalGal|ENSGALP00010024296.1;bGalGal|ENSGALP00010030807.1;bGypBar|ENSGALT00010051656.64;bGypHim|ENSGALT00010051656.163;bVulGry|ENSGALT00010041487.56249
cluster5993	5	Q6GMK8	GO:0009298; P:GDP-mannose biosynthetic process; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010026158.1;bGalGal|ENSGALP00010042013.1;bGypBar|ENSGALT00010043995.8;bGypHim|ENSGALT00010043995.8;bVulGry|ENSGALT00010043995.7
cluster6252	5	Q16538	GO:0004930; F:G protein-coupled receptor activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010027608.1;bGalGal|ENSGALP00010034594.1;bGypBar|ENSGALT00010056886.74;bGypHim|ENSGALT00010056886.206;bVulGry|ENSGALT00010056886.56
cluster6504	5	Q9NPB3	GO:0007601; P:visual perception; ISS:UniProtKB	bGalGal|ENSGALP00010029034.1;bGalGal|ENSGALP00010032142.1;bGypBar|ENSGALT00010049105.79;bGypHim|ENSGALT00010053325.295;bVulGry|ENSGALT00010053325.62
cluster6616	5	O00192	GO:0007275; P:multicellular organism development; TAS:ProtInc	bGalGal|ENSGALP00010029624.1;bGalGal|ENSGALP00010036838.1;bGypBar|ENSGALT00010060078.33;bGypHim|ENSGALT00010060078.11;bVulGry|ENSGALT00010060078.22
cluster6635	5	Q9UMR2	GO:0006406; P:mRNA export from nucleus; TAS:ProtInc	bGalGal|ENSGALP00010029712.1;bGalGal|ENSGALP00010043976.1;bGypBar|ENSGALT00010050286.70;bGypHim|ENSGALT00010050286.375;bVulGry|ENSGALT00010050286.53
cluster6719	5	Q9UNY1	GO:0016529; C:sarcoplasmic reticulum; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010030134.1;bGalGal|ENSGALP00010039695.1;bGypBar|ENSGALT00010050943.25;bGypHim|ENSGALT00010050943.16;bVulGry|ENSGALT00010050943.4
cluster6731	5	Q92038	GO:0006636; P:unsaturated fatty acid biosynthetic process; ISS:UniProtKB	bGalGal|ENSGALP00010030225.1;bGypBar|ENSGALT00010051034.9;bGypHim|ENSGALT00010051032.818;bGypHim|ENSGALT00010051034.446;bVulGry|ENSGALT00010051034.8
cluster6802	5	Q96KH2	GO:0001570; P:vasculogenesis; IEA:Ensembl	bGalGal|ENSGALP00010030606.1;bGalGal|ENSGALP00010044498.1;bGypBar|ENSGALT00010051415.33;bGypHim|ENSGALT00010051415.11;bVulGry|ENSGALT00010051415.22
cluster6810	5	Q3SA49	GO:0048752; P:semicircular canal morphogenesis; IEA:Ensembl	bGalGal|ENSGALP00010030634.1;bGalGal|ENSGALP00010036596.1;bGypBar|ENSGALT00010059836.33;bGypHim|ENSGALT00010051443.546;bVulGry|ENSGALT00010059836.22
cluster6912	5	Q6XBT4	GO:0006366; P:transcription by RNA polymerase II; IEA:Ensembl	bGalGal|ENSGALP00010031146.1;bGalGal|ENSGALP00010042414.1;bGypBar|ENSGALT00010068972.107;bGypHim|ENSGALT00010068972.797;bVulGry|ENSGALT00010068972.87
cluster7221	5	P01099	GO:0007165; P:signal transduction; IEA:InterPro	bGalGal|ENSGALP00010032889.1;bGalGal|ENSGALP00010036210.1;bGalGal|ENSGALP00010038703.1;bGypBar|ENSGALT00010062602.81;bVulGry|ENSGALT00010062602.75
cluster7594	5	Q08E08	GO:0060307; P:regulation of ventricular cardiac muscle cell membrane repolarization; IEA:Ensembl	bGalGal|ENSGALP00010034970.1;bGalGal|ENSGALP00010034983.1;bGypBar|ENSGALT00010057577.72;bGypHim|ENSGALT00010057572.287;bVulGry|ENSGALT00010057572.57
cluster7688	5	Q68DV7	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010035427.1;bGalGal|ENSGALP00010044240.1;bGypBar|ENSGALT00010071550.28;bGypHim|ENSGALT00010071550.385;bVulGry|ENSGALT00010071550.17
cluster7722	5	Q5IFP1	GO:0006694; P:steroid biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010035645.1;bGalGal|ENSGALP00010043456.1;bGypBar|ENSGALT00010058630.6;bGypHim|ENSGALT00010058630.536;bVulGry|ENSGALT00010058636.1
cluster7887	5	Q96MS0	GO:0035385; P:Roundabout signaling pathway; IEA:InterPro	bGalGal|ENSGALP00010036608.1;bGalGal|ENSGALP00010036816.1;bGypBar|ENSGALT00010060066.45;bGypHim|ENSGALT00010060066.74;bVulGry|ENSGALT00010060066.33
cluster7905	5	Q8N8W4	GO:0019433; P:triglyceride catabolic process; IBA:GO_Central	bGalGal|ENSGALP00010036725.1;bGalGal|ENSGALP00010036786.1;bGypBar|ENSGALT00010059968.50;bGypHim|ENSGALT00010059968.189;bVulGry|ENSGALT00010060026.37
cluster7946	5	P51449	GO:0006805; P:xenobiotic metabolic process; ISS:UniProtKB	bGalGal|ENSGALP00010037009.1;bGalGal|ENSGALP00010041629.1;bGalGal|ENSGALP00010041693.1;bGypBar|ENSGALT00010067885.86;bVulGry|ENSGALT00010067885.72
cluster8073	5	Q58DT0	GO:0035019; P:somatic stem cell population maintenance; IEA:Ensembl	bGalGal|ENSGALP00010037633.1;bGalGal|ENSGALP00010037664.1;bGalGal|ENSGALP00010039269.1;bGypBar|ENSGALT00010060876.5;bVulGry|ENSGALT00010060876.4
cluster8170	5	Q5MLF4	GO:0007605; P:sensory perception of sound; IMP:MGI	bGalGal|ENSGALP00010038178.1;bGalGal|ENSGALP00010043033.1;bGypBar|ENSGALT00010069907.27;bGypHim|ENSGALT00010069907.92;bVulGry|ENSGALT00010069907.16
cluster8452	5	F1QPR4	GO:0030291; F:protein serine/threonine kinase inhibitor activity; ISS:UniProtKB	bGalGal|ENSGALP00010039748.1;bGalGal|ENSGALP00010040387.1;bGypBar|ENSGALT00010065287.24;bGypHim|ENSGALT00010065287.597;bVulGry|ENSGALT00010065287.14
cluster8477	5	P14091	GO:0006508; P:proteolysis; IBA:GO_Central	bGalGal|ENSGALP00010039925.1;bGalGal|ENSGALP00010041375.1;bGypBar|ENSGALT00010065659.50;bGypHim|ENSGALT00010065659.134;bVulGry|ENSGALT00010065659.37
cluster8521	5	Q5BLZ2	GO:0005811; C:lipid droplet; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010040244.1;bGalGal|ENSGALP00010042561.1;bGypBar|ENSGALT00010065978.158;bGypHim|ENSGALT00010065977.573;bVulGry|ENSGALT00010065977.124
cluster8556	5	Q2YDK1	GO:0042254; P:ribosome biogenesis; IEA:UniProtKB-KW	bGalGal|ENSGALP00010040504.1;bGalGal|ENSGALP00010042298.1;bGypBar|ENSGALT00010066238.86;bGypHim|ENSGALT00010066238.417;bVulGry|ENSGALT00010066238.2933
cluster8562	5	A6NGR9	N/A	bGalGal|ENSGALP00010040548.1;bGalGal|ENSGALP00010040702.1;bGypBar|ENSGALT00010066436.143;bGypHim|ENSGALT00010066436.582;bVulGry|ENSGALT00010066435.114
cluster8942	5	O19063	GO:0046597; P:negative regulation of viral entry into host cell; IEA:Ensembl	bGalGal|ENSGALP00010042771.1;bGalGal|ENSGALP00010042966.1;bGypBar|ENSGALT00010069840.144;bGypHim|ENSGALT00010069840.583;bVulGry|ENSGALT00010069839.116
cluster9039	5	F1NZP5	GO:0005886; C:plasma membrane; IEA:UniProtKB-SubCell	bGalGal|ENSGALP00010043303.1;bGalGal|ENSGALP00010043683.1;bGypBar|ENSGALT00010070612.28;bGypHim|ENSGALT00010070612.157;bVulGry|ENSGALT00010070612.17
cluster9339	4	Q2I6J1	GO:0046856; P:phosphatidylinositol dephosphorylation; IEA:InterPro	bGalGal|ENSGALP00010000104.1;bGalGal|ENSGALP00010025249.1;bGypBar|ENSGALT00010042755.73;bVulGry|ENSGALT00010042760.58
cluster9341	4	P59222	GO:0007157; P:heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; IDA:MGI	bGalGal|ENSGALP00010000139.1;bGalGal|ENSGALP00010043659.1;bGypBar|ENSGALT00010000273.59;bVulGry|ENSGALT00010000273.42
cluster9361	4	Q8BR93	GO:0004518; F:nuclease activity; IEA:UniProtKB-KW	bGalGal|ENSGALP00010000609.1;bGalGal|ENSGALP00010034037.1;bGypBar|ENSGALT00010001238.236;bVulGry|ENSGALT00010001238.171
