# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster820	8	Q68A92	GO:0010818; P:T cell chemotaxis; ISS:UniProtKB	bGalGal|ENSGALP00010044355.1;bGalGal|ENSGALP00010044358.1;bGalGal|ENSGALP00010044850.1;bGymCal|ENSGALT00010071654.18508;bGymCal|ENSGALT00010071654.9025;bGypBar|ENSGALT00010071654.28;bGypHim|ENSGALT00010071654.61289;bVulGry|ENSGALT00010071654.4114
cluster838	7	Q96JP0	GO:0016567; P:protein ubiquitination; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010001177.1;bGymCal|ENSGALT00010002627.581;bGymCal|ENSGALT00010002627.75;bGypBar|ENSGALT00010002627.581;bGypBar|ENSGALT00010002627.87;bGypHim|ENSGALT00010002627.265;bVulGry|ENSGALT00010002627.69
cluster839	7	Q9H1U9	GO:0022857; F:transmembrane transporter activity; IEA:InterPro	bGalGal|ENSGALP00010001235.1;bGymCal|ENSGALT00010002685.128;bGymCal|ENSGALT00010002686.2915;bGypBar|ENSGALT00010002684.113;bGypBar|ENSGALT00010002686.1451;bGypHim|ENSGALT00010002684.533;bVulGry|ENSGALT00010002685.94
cluster840	7	Q9BTS8	GO:0042147; P:retrograde transport, endosome to Golgi; IMP:UniProtKB	bGalGal|ENSGALP00010001335.1;bGymCal|ENSGALT00010002785.15;bGymCal|ENSGALT00010002785.700;bGypBar|ENSGALT00010002785.26;bGypBar|ENSGALT00010002785.489;bGypHim|ENSGALT00010002785.364;bVulGry|ENSGALT00010002785.15
cluster855	7	Q92626	GO:0006979; P:response to oxidative stress; IEA:InterPro	bGalGal|ENSGALP00010004739.1;bGalGal|ENSGALP00010034393.1;bGalGal|ENSGALP00010035157.1;bGymCal|ENSGALT00010007896.3;bGymCal|ENSGALT00010056651.19;bGypBar|ENSGALT00010056651.30;bVulGry|ENSGALT00010056651.19
cluster877	7	Q8NDZ6	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010007631.1;bGymCal|ENSGALT00010013069.613;bGymCal|ENSGALT00010013074.15;bGypBar|ENSGALT00010013074.135;bGypBar|ENSGALT00010013074.26;bGypHim|ENSGALT00010013074.133;bVulGry|ENSGALT00010013074.15
cluster881	7	Q3T199	GO:0006412; P:translation; ISS:UniProtKB	bGalGal|ENSGALP00010008659.1;bGymCal|ENSGALT00010014705.15;bGymCal|ENSGALT00010014705.2420;bGypBar|ENSGALT00010014705.26;bGypBar|ENSGALT00010014706.124;bGypHim|ENSGALT00010014704.415;bVulGry|ENSGALT00010014704.15
cluster893	7	P25054	GO:0016055; P:Wnt signaling pathway; TAS:Reactome	bGalGal|ENSGALP00010011489.1;bGymCal|ENSGALT00010019934.2328;bGymCal|ENSGALT00010019952.22;bGypBar|ENSGALT00010019952.32;bGypBar|ENSGALT00010019952.589;bGypHim|ENSGALT00010019959.470;bVulGry|ENSGALT00010019952.21
cluster898	7	Q2YDH6	GO:0006886; P:intracellular protein transport; IEA:InterPro	bGalGal|ENSGALP00010012383.1;bGymCal|ENSGALT00010021711.6;bGymCal|ENSGALT00010038440.396;bGypBar|ENSGALT00010021711.7;bGypBar|ENSGALT00010038432.16;bGypHim|ENSGALT00010021708.309;bVulGry|ENSGALT00010021711.6
cluster899	7	Q2KJI1	GO:0006357; P:regulation of transcription by RNA polymerase II; IEA:Ensembl	bGalGal|ENSGALP00010012471.1;bGymCal|ENSGALT00010021800.1506;bGymCal|ENSGALT00010021800.6;bGypBar|ENSGALT00010021800.337;bGypBar|ENSGALT00010021800.7;bGypHim|ENSGALT00010021800.292;bVulGry|ENSGALT00010021800.6
cluster900	7	Q80U22	GO:0017137; F:Rab GTPase binding; ISO:MGI	bGalGal|ENSGALP00010012637.1;bGymCal|ENSGALT00010022045.206;bGymCal|ENSGALT00010022045.88;bGypBar|ENSGALT00010022041.190;bGypBar|ENSGALT00010022041.7;bGypHim|ENSGALT00010022041.90;bVulGry|ENSGALT00010022041.6
cluster902	7	Q90Z72	GO:0006366; P:transcription by RNA polymerase II; IEA:InterPro	bGalGal|ENSGALP00010012982.1;bGymCal|ENSGALT00010022538.200;bGymCal|ENSGALT00010022538.6;bGypBar|ENSGALT00010022538.185;bGypBar|ENSGALT00010022538.7;bGypHim|ENSGALT00010022538.282;bVulGry|ENSGALT00010022538.6
cluster903	7	A6QLJ4	GO:0035023; P:regulation of Rho protein signal transduction; IEA:InterPro	bGalGal|ENSGALP00010013087.1;bGymCal|ENSGALT00010022662.6;bGymCal|ENSGALT00010022671.732;bGypBar|ENSGALT00010022671.606;bGypBar|ENSGALT00010022677.7;bGypHim|ENSGALT00010022677.282;bVulGry|ENSGALT00010022677.6
cluster907	7	Q91987	GO:0001570; P:vasculogenesis; IEA:Ensembl	bGalGal|ENSGALP00010013786.1;bGymCal|ENSGALT00010024215.6;bGymCal|ENSGALT00010024225.3663;bGypBar|ENSGALT00010024215.7;bGypBar|ENSGALT00010024225.151;bGypHim|ENSGALT00010024215.126;bVulGry|ENSGALT00010024215.6
cluster909	7	Q64152	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010014185.1;bGymCal|ENSGALT00010024964.5635;bGymCal|ENSGALT00010024964.6;bGymCal|ENSGALT00010024964.6299;bGypBar|ENSGALT00010024971.7;bGypHim|ENSGALT00010024968.25;bVulGry|ENSGALT00010024964.6
cluster914	7	Q6VVX2	GO:0035621; P:ER to Golgi ceramide transport; IMP:UniProtKB	bGalGal|ENSGALP00010014942.1;bGymCal|ENSGALT00010026318.130;bGymCal|ENSGALT00010026318.6;bGypBar|ENSGALT00010026318.54;bGypBar|ENSGALT00010026318.7;bGypHim|ENSGALT00010026318.25;bVulGry|ENSGALT00010026318.6
cluster916	7	A6H754	GO:0050821; P:protein stabilization; IBA:GO_Central	bGalGal|ENSGALP00010015187.1;bGymCal|ENSGALT00010026632.6;bGymCal|ENSGALT00010026632.9583;bGypBar|ENSGALT00010026632.4004;bGypBar|ENSGALT00010026632.7;bGypHim|ENSGALT00010026632.25;bVulGry|ENSGALT00010026632.6
cluster920	7	Q32KY7	GO:0016973; P:poly(A)+ mRNA export from nucleus; IBA:GO_Central	bGalGal|ENSGALP00010015495.1;bGymCal|ENSGALT00010027212.1;bGymCal|ENSGALT00010027212.2567;bGymCal|ENSGALT00010027212.2818;bGymCal|ENSGALT00010027212.2861;bGymCal|ENSGALT00010027212.3578;bGymCal|ENSGALT00010027212.7262
cluster923	7	Q5T7B3	GO:0019058; P:viral life cycle; TAS:Reactome	bGalGal|ENSGALP00010016213.1;bGymCal|ENSGALT00010028307.629;bGymCal|ENSGALT00010028313.6;bGypBar|ENSGALT00010028313.106;bGypBar|ENSGALT00010028313.7;bGypHim|ENSGALT00010028307.90;bVulGry|ENSGALT00010028313.6
cluster925	7	Q8BUK6	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010016564.1;bGymCal|ENSGALT00010028789.22;bGymCal|ENSGALT00010028789.686;bGypBar|ENSGALT00010028789.1246;bGypBar|ENSGALT00010028789.32;bGypHim|ENSGALT00010028789.262;bVulGry|ENSGALT00010028789.21
cluster926	7	Q8WXA9	GO:0008380; P:RNA splicing; IEA:UniProtKB-KW	bGalGal|ENSGALP00010016823.1;bGymCal|ENSGALT00010029064.108;bGymCal|ENSGALT00010029064.6;bGypBar|ENSGALT00010029064.141;bGypBar|ENSGALT00010029064.7;bGypHim|ENSGALT00010029064.25;bVulGry|ENSGALT00010029064.6
cluster930	7	Q90844	GO:1901390; P:positive regulation of transforming growth factor beta activation; NAS:AgBase	bGalGal|ENSGALP00010017366.1;bGymCal|ENSGALT00010029833.6;bGymCal|ENSGALT00010029833.81;bGypBar|ENSGALT00010029833.102;bGypBar|ENSGALT00010029833.7;bGypHim|ENSGALT00010029833.52;bVulGry|ENSGALT00010029833.6
cluster931	7	Q86YM7	GO:0048741; P:skeletal muscle fiber development; IEA:Ensembl	bGalGal|ENSGALP00010017445.1;bGymCal|ENSGALT00010029998.6;bGymCal|ENSGALT00010030019.93;bGypBar|ENSGALT00010029998.7;bGypBar|ENSGALT00010030019.54;bGypHim|ENSGALT00010029998.25;bVulGry|ENSGALT00010029998.6
cluster932	7	Q8N9B5	GO:0006357; P:regulation of transcription by RNA polymerase II; ISS:HGNC	bGalGal|ENSGALP00010017466.1;bGymCal|ENSGALT00010030060.6;bGymCal|ENSGALT00010030060.93;bGypBar|ENSGALT00010030060.54;bGypBar|ENSGALT00010030060.7;bGypHim|ENSGALT00010030060.25;bVulGry|ENSGALT00010030060.6
cluster933	7	Q6ZUX7	GO:0007338; P:single fertilization; IEA:UniProtKB-KW	bGalGal|ENSGALP00010017537.1;bGymCal|ENSGALT00010030206.194;bGymCal|ENSGALT00010030206.6;bGypBar|ENSGALT00010030206.54;bGypBar|ENSGALT00010030206.7;bGypHim|ENSGALT00010030206.25;bVulGry|ENSGALT00010030206.6
cluster934	7	O77735	GO:0015031; P:protein transport; ISS:UniProtKB	bGalGal|ENSGALP00010017577.1;bGymCal|ENSGALT00010030300.194;bGymCal|ENSGALT00010030300.6;bGypBar|ENSGALT00010030300.54;bGypBar|ENSGALT00010030300.7;bGypHim|ENSGALT00010030300.25;bVulGry|ENSGALT00010030300.6
cluster936	7	P80585	GO:0007021; P:tubulin complex assembly; IEA:InterPro	bGalGal|ENSGALP00010017790.1;bGymCal|ENSGALT00010030691.101;bGymCal|ENSGALT00010030697.6;bGypBar|ENSGALT00010030691.54;bGypBar|ENSGALT00010030697.7;bGypHim|ENSGALT00010030697.25;bVulGry|ENSGALT00010030697.6
cluster937	7	Q96B67	GO:0001659; P:temperature homeostasis; IEA:Ensembl	bGalGal|ENSGALP00010017843.1;bGymCal|ENSGALT00010030768.15;bGymCal|ENSGALT00010030768.394;bGypBar|ENSGALT00010030768.135;bGypBar|ENSGALT00010030768.26;bGypHim|ENSGALT00010030768.133;bVulGry|ENSGALT00010030768.15
cluster939	7	Q9UD33	GO:0060676; P:ureteric bud formation; IEA:Ensembl	bGalGal|ENSGALP00010017943.1;bGymCal|ENSGALT00010030899.110;bGymCal|ENSGALT00010030899.6;bGypBar|ENSGALT00010030899.54;bGypBar|ENSGALT00010030899.7;bGypHim|ENSGALT00010030899.201;bVulGry|ENSGALT00010030899.6
cluster941	7	Q13233	GO:0031098; P:stress-activated protein kinase signaling cascade; IBA:GO_Central	bGalGal|ENSGALP00010018312.1;bGymCal|ENSGALT00010031385.150;bGymCal|ENSGALT00010031385.6;bGypBar|ENSGALT00010031385.103;bGypBar|ENSGALT00010031385.7;bGypHim|ENSGALT00010031385.52;bVulGry|ENSGALT00010031385.6
cluster942	7	Q6R327	GO:0016032; P:viral process; IEA:UniProtKB-KW	bGalGal|ENSGALP00010018961.1;bGymCal|ENSGALT00010032157.235;bGymCal|ENSGALT00010032171.6;bGypBar|ENSGALT00010032171.149;bGypBar|ENSGALT00010032171.7;bGypHim|ENSGALT00010032171.201;bVulGry|ENSGALT00010032171.6
cluster943	7	P98082	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010019076.1;bGymCal|ENSGALT00010032286.168;bGymCal|ENSGALT00010032286.6;bGypBar|ENSGALT00010032286.7;bGypBar|ENSGALT00010032289.149;bGypHim|ENSGALT00010032286.201;bVulGry|ENSGALT00010032286.6
cluster945	7	P08938	GO:0034632; F:retinol transmembrane transporter activity; IEA:InterPro	bGalGal|ENSGALP00010019257.1;bGymCal|ENSGALT00010032517.2670;bGymCal|ENSGALT00010032521.22;bGypBar|ENSGALT00010032517.1045;bGypBar|ENSGALT00010032521.32;bGypHim|ENSGALT00010032521.262;bVulGry|ENSGALT00010032521.21
cluster947	7	Q8N3A8	GO:0006471; P:protein ADP-ribosylation; IBA:GO_Central	bGalGal|ENSGALP00010019807.1;bGymCal|ENSGALT00010033638.106;bGymCal|ENSGALT00010033638.6;bGypBar|ENSGALT00010033638.54;bGypBar|ENSGALT00010033638.7;bGypHim|ENSGALT00010033638.152;bVulGry|ENSGALT00010033638.6
cluster949	7	Q5RAU9	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010020168.1;bGymCal|ENSGALT00010034338.340;bGymCal|ENSGALT00010034338.6;bGypBar|ENSGALT00010034338.7;bGypBar|ENSGALT00010034349.54;bGypHim|ENSGALT00010034338.152;bVulGry|ENSGALT00010034338.6
cluster950	7	Q8VE62	GO:0006446; P:regulation of translational initiation; IBA:GO_Central	bGalGal|ENSGALP00010020435.1;bGymCal|ENSGALT00010034921.6;bGymCal|ENSGALT00010034921.94;bGypBar|ENSGALT00010034921.54;bGypBar|ENSGALT00010034921.7;bGypHim|ENSGALT00010034921.152;bVulGry|ENSGALT00010034931.6
cluster951	7	Q9NXU5	GO:0005525; F:GTP binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010020952.1;bGymCal|ENSGALT00010036065.6;bGymCal|ENSGALT00010036078.81;bGypBar|ENSGALT00010036065.7;bGypBar|ENSGALT00010036078.102;bGypHim|ENSGALT00010036082.52;bVulGry|ENSGALT00010036065.6
cluster952	7	Q2KHU9	GO:0005634; C:nucleus; ISS:UniProtKB	bGalGal|ENSGALP00010020960.1;bGymCal|ENSGALT00010036089.6;bGymCal|ENSGALT00010036089.81;bGypBar|ENSGALT00010036089.102;bGypBar|ENSGALT00010036089.7;bGypHim|ENSGALT00010036089.52;bVulGry|ENSGALT00010036089.6
cluster953	7	Q91ZR2	GO:0015031; P:protein transport; IEA:UniProtKB-KW	bGalGal|ENSGALP00010020963.1;bGymCal|ENSGALT00010036098.6;bGymCal|ENSGALT00010036098.81;bGypBar|ENSGALT00010036098.102;bGypBar|ENSGALT00010036098.7;bGypHim|ENSGALT00010036098.52;bVulGry|ENSGALT00010036098.6
cluster954	7	Q92824	GO:0019058; P:viral life cycle; IEP:BHF-UCL	bGalGal|ENSGALP00010021027.1;bGymCal|ENSGALT00010036172.144;bGymCal|ENSGALT00010036180.48;bGypBar|ENSGALT00010036172.54;bGypBar|ENSGALT00010036180.65;bGypHim|ENSGALT00010036180.138;bVulGry|ENSGALT00010036180.49
cluster958	7	Q4G0N4	GO:0006741; P:NADP biosynthetic process; IEA:InterPro	bGalGal|ENSGALP00010021730.1;bGymCal|ENSGALT00010037576.406;bGymCal|ENSGALT00010037576.6;bGypBar|ENSGALT00010037576.103;bGypBar|ENSGALT00010037576.7;bGypHim|ENSGALT00010037576.201;bVulGry|ENSGALT00010037576.6
cluster959	7	Q9HAZ5	GO:0030433; P:ubiquitin-dependent ERAD pathway; IMP:UniProtKB	bGalGal|ENSGALP00010021743.1;bGymCal|ENSGALT00010037604.534;bGymCal|ENSGALT00010037604.6;bGypBar|ENSGALT00010037604.151;bGypBar|ENSGALT00010037604.7;bGypHim|ENSGALT00010037604.126;bVulGry|ENSGALT00010037604.6
cluster962	7	O76080	GO:0001944; P:vasculature development; IEA:Ensembl	bGalGal|ENSGALP00010022040.1;bGymCal|ENSGALT00010038187.510;bGymCal|ENSGALT00010038190.48;bGypBar|ENSGALT00010038187.2565;bGypBar|ENSGALT00010038190.65;bGypHim|ENSGALT00010038190.138;bVulGry|ENSGALT00010038190.49
cluster1118	6	Q99576	GO:0006970; P:response to osmotic stress; IEA:Ensembl	bGalGal|ENSGALP00010004811.1;bGalGal|ENSGALP00010020472.1;bGymCal|ENSGALT00010002530.9;bGymCal|ENSGALT00010008052.231061;bGypHim|ENSGALT00010035050.469;bVulGry|ENSGALT00010035050.58
cluster1206	6	P80391	GO:0042742; P:defense response to bacterium; IEA:UniProtKB-KW	bGalGal|ENSGALP00010010279.1;bGymCal|ENSGALT00010018716.15296;bGymCal|ENSGALT00010018716.29;bGymCal|ENSGALT00010018729.55524;bGypBar|ENSGALT00010018716.9569;bGypHim|ENSGALT00010018716.50
cluster1295	6	Q6QLR2	GO:0050829; P:defense response to Gram-negative bacterium; IDA:AgBase	bGalGal|ENSGALP00010016248.1;bGymCal|ENSGALT00010028355.115584;bGymCal|ENSGALT00010028355.14962;bGymCal|ENSGALT00010028355.29;bGypBar|ENSGALT00010028355.39;bGypHim|ENSGALT00010028355.50
cluster1320	6	P79764	GO:0045454; P:cell redox homeostasis; IEA:InterPro	bGalGal|ENSGALP00010018012.1;bGymCal|ENSGALT00010030996.10256;bGymCal|ENSGALT00010030996.15;bGypBar|ENSGALT00010030996.3070;bGypHim|ENSGALT00010030996.236;bGypHim|ENSGALT00010030996.4239
cluster1391	6	Q9UKX5	GO:0006929; P:substrate-dependent cell migration; IMP:UniProtKB	bGalGal|ENSGALP00010024286.1;bGalGal|ENSGALP00010024588.1;bGymCal|ENSGALT00010042008.11;bGymCal|ENSGALT00010063222.242278;bGypBar|ENSGALT00010042008.16;bVulGry|ENSGALT00010042008.11
cluster1491	6	N/A	N/A	bGalGal|ENSGALP00010038427.1;bGalGal|ENSGALP00010038473.1;bGalGal|ENSGALP00010038748.1;bGymCal|ENSGALT00010062238.17136;bGymCal|ENSGALT00010062238.2880;bGypBar|ENSGALT00010062238.16018
cluster3328	5	P0DN75	GO:0097428; P:protein maturation by iron-sulfur cluster transfer; IEA:InterPro	bGalGal|ENSGALP00010011189.1;bGymCal|ENSGALT00010019641.568;bGymCal|ENSGALT00010019649.6;bGypBar|ENSGALT00010019649.7;bVulGry|ENSGALT00010019641.6
cluster3780	5	Q6AY30	GO:0009247; P:glycolipid biosynthetic process; IBA:GO_Central	bGalGal|ENSGALP00010013810.1;bGymCal|ENSGALT00010024272.3;bGymCal|ENSGALT00010024272.4737;bGypBar|ENSGALT00010024272.10;bGypHim|ENSGALT00010024272.6
cluster6484	5	Q8N1W2	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010028899.1;bGymCal|ENSGALT00010028746.156;bGymCal|ENSGALT00010028746.6;bGypBar|ENSGALT00010028746.119;bVulGry|ENSGALT00010028746.6
cluster7091	5	Q9Y282	GO:0006890; P:retrograde vesicle-mediated transport, Golgi to ER; IBA:GO_Central	bGalGal|ENSGALP00010032205.1;bGymCal|ENSGALT00010053411.1658;bGymCal|ENSGALT00010053418.2699;bGymCal|ENSGALT00010053429.70;bGypBar|ENSGALT00010053429.90
cluster8171	5	B7Z8K6	GO:0050871; P:positive regulation of B cell activation; IBA:GO_Central	bGalGal|ENSGALP00010038372.1;bGymCal|ENSGALT00010062091.13227;bGymCal|ENSGALT00010062091.171;bGypBar|ENSGALT00010062091.49;bVulGry|ENSGALT00010062091.2344
cluster9228	5	Q01592	GO:0042450; P:arginine biosynthetic process via ornithine; IEA:InterPro	bGalGal|ENSGALP00010044420.1;bGymCal|ENSGALT00010071732.2905;bGymCal|ENSGALT00010071736.17;bGypBar|ENSGALT00010071734.28;bGypHim|ENSGALT00010071734.157
cluster9859	4	Q9NVE5	GO:0006511; P:ubiquitin-dependent protein catabolic process; IEA:InterPro	bGalGal|ENSGALP00010015160.1;bGymCal|ENSGALT00010026581.28;bGymCal|ENSGALT00010026597.631;bVulGry|ENSGALT00010026581.28
cluster9932	4	Q3KNV8	GO:0060819; P:inactivation of X chromosome by genetic imprinting; ISS:UniProtKB	bGalGal|ENSGALP00010017484.1;bGymCal|ENSGALT00010030082.22;bGymCal|ENSGALT00010030094.1602;bGypBar|ENSGALT00010030082.4626
